"","date","ws","wd","rh","pres","solar","temp_mean","temp_max","temp_min","precip_sum","casos_total","poblacio_total","incidencia_1000","co","no","no2","nox","o3","pm10","pm2.5","so2","data"
"2904",2019-08-29,NA,NA,70.2083333333333,NA,NA,25.8020833333333,29.6,21.4,NA,726,437364,1.6599445770571,NA,6,34.83,44.08,NA,27.67,NA,NA,2019-08-29
"2905",2019-08-30,NA,NA,69.7291666666667,NA,NA,26.3145833333333,30,22.5,NA,662,412422,1.60515200450024,NA,5.17,40.54,48.33,NA,27.38,NA,NA,2019-08-30
"2906",2019-08-31,NA,NA,72.1458333333333,NA,NA,25.70625,28.6,22.9,NA,268,193141,1.38758730668268,NA,3.54,33.92,39.04,NA,26.75,NA,NA,2019-08-31
"2907",2019-09-01,NA,NA,72.125,NA,NA,24.9416666666667,28.2,21.8,NA,176,123491,1.42520507567353,NA,2.25,20.46,23.83,NA,21.04,NA,NA,2019-09-01
"2908",2019-09-02,NA,NA,74.6875,NA,NA,24.26875,27.9,20.1,NA,1010,610060,1.65557486148903,NA,6.5,26.17,36.08,NA,19.71,NA,NA,2019-09-02
"2909",2019-09-03,NA,NA,77.75,NA,NA,23.3125,27.5,18.5,NA,880,551687,1.59510737066489,NA,4.17,23.62,30.04,NA,18.5,NA,NA,2019-09-03
"2910",2019-09-04,NA,NA,73.625,NA,NA,24.0604166666667,28.1,19.5,NA,829,527503,1.57155504328885,NA,7.12,37.58,48.42,NA,25.21,NA,NA,2019-09-04
"2911",2019-09-05,NA,NA,71.375,NA,NA,22.8333333333333,27,19,NA,789,478988,1.64722289493683,NA,4.08,29.42,35.58,NA,27.62,NA,NA,2019-09-05
"2912",2019-09-06,NA,NA,55.4375,NA,NA,22.2291666666667,25.6,18.9,NA,689,423828,1.62565946563228,NA,4.96,32.39,39.91,NA,22.33,NA,NA,2019-09-06
"2913",2019-09-07,NA,NA,64.2916666666667,NA,NA,22.4729166666667,25.4,19.5,NA,257,168187,1.52806102730889,NA,2.54,21.08,24.83,NA,24.79,NA,NA,2019-09-07
"2914",2019-09-08,NA,NA,82.4375,NA,NA,20.8604166666667,25.3,18.7,NA,175,127122,1.37663032362612,NA,2.62,17.92,21.79,NA,21.79,NA,NA,2019-09-08
"2915",2019-09-09,NA,NA,77.8125,NA,NA,21.8395833333333,24,18.5,NA,995,578666,1.71947202704151,NA,4.67,25.92,32.88,NA,15.91,NA,NA,2019-09-09
"2916",2019-09-10,NA,NA,96.4375,NA,NA,16.3645833333333,21.2,14.7,NA,809,507965,1.59262941344384,NA,4.88,33.96,41.21,NA,12.33,NA,NA,2019-09-10
"2917",2019-09-11,NA,NA,65.1041666666667,NA,NA,21.2875,25.6,16.2,NA,187,124624,1.50051354474259,NA,1.58,11.17,13.29,NA,16.33,NA,NA,2019-09-11
"2918",2019-09-12,NA,NA,65.8958333333333,NA,NA,22.1,27.2,17.6,NA,924,551939,1.67409804344321,NA,11.79,31.5,49.29,NA,26.71,NA,NA,2019-09-12
"2919",2019-09-13,NA,NA,69.1458333333333,NA,NA,21.95625,26,17.6,NA,896,545793,1.64164802406773,NA,9.42,38.58,52.58,NA,29.21,NA,NA,2019-09-13
"2920",2019-09-14,NA,NA,65.9166666666667,NA,NA,23.1854166666667,26.2,19.7,NA,269,181108,1.48530158800274,NA,3.08,23.08,27.54,NA,23.83,NA,NA,2019-09-14
"2921",2019-09-15,NA,NA,68.1041666666667,NA,NA,22.95,25.9,19.1,NA,188,128172,1.46677901569766,NA,1.92,17,19.83,NA,24.08,NA,NA,2019-09-15
"2922",2019-09-16,NA,NA,70.9583333333333,NA,NA,22.2125,25.9,19,NA,1197,668856,1.78962287846711,NA,12.75,43.79,62.88,NA,31.12,NA,NA,2019-09-16
"2923",2019-09-17,NA,NA,74.8958333333333,NA,NA,22.40625,27,18.1,NA,1147,641477,1.78806099049537,NA,17.17,50.5,76.58,NA,40.88,NA,NA,2019-09-17
"2924",2019-09-18,NA,NA,79.0208333333333,NA,NA,23.01875,27.5,19.3,NA,1137,622142,1.82755705289146,NA,17.96,51.92,79.38,NA,43.71,NA,NA,2019-09-18
"2925",2019-09-19,NA,NA,79.5208333333333,NA,NA,22.6,26.3,20.2,NA,1129,616674,1.83078903926548,NA,11.04,30.29,47.12,NA,29.46,NA,NA,2019-09-19
"2926",2019-09-20,NA,NA,78.7083333333333,NA,NA,22.2375,24.7,19.2,NA,1133,639899,1.77059192153762,NA,8.21,30.38,43.04,NA,30.46,NA,NA,2019-09-20
"2927",2019-09-21,NA,NA,87.625,NA,NA,21.2520833333333,22.4,19.6,NA,309,200416,1.54179307041354,NA,2.88,20.54,25.12,NA,22.38,NA,NA,2019-09-21
"2928",2019-09-22,NA,NA,82.5208333333333,NA,NA,22.61875,27.1,18.6,NA,186,114810,1.6200679383329,NA,4.96,29.58,37.29,NA,24.29,NA,NA,2019-09-22
"2929",2019-09-23,NA,NA,71.75,NA,NA,21.4979166666667,24.5,17.8,NA,1568,736663,2.12851738176072,NA,9.67,24.12,39.25,NA,17.83,NA,NA,2019-09-23
"2930",2019-09-24,NA,NA,72,NA,NA,23.3770833333333,28.5,18.2,NA,331,212580,1.55706087120143,NA,10.5,35.58,51.88,NA,27.5,NA,NA,2019-09-24
"2931",2019-09-25,NA,NA,73.9791666666667,NA,NA,21.9208333333333,23.9,20.6,NA,1716,857317,2.00159334295249,NA,8.43,22.7,35.74,NA,21.35,NA,NA,2019-09-25
"2932",2019-09-26,NA,NA,76.2291666666667,NA,NA,22.4916666666667,26.5,19.2,NA,1390,723954,1.92001149244289,NA,8.86,29.23,42.68,NA,21.95,NA,NA,2019-09-26
"2933",2019-09-27,NA,NA,85.2291666666667,NA,NA,22.4854166666667,25.8,19.4,NA,1320,681759,1.93616805938755,NA,19.75,44.42,74.12,NA,35.42,NA,NA,2019-09-27
"2934",2019-09-28,NA,NA,78.2291666666667,NA,NA,22.4541666666667,25.1,20.6,NA,337,224800,1.4991103202847,NA,3.04,24.29,28.33,NA,21.79,NA,NA,2019-09-28
"2935",2019-09-29,NA,NA,81.6458333333333,NA,NA,22.9708333333333,27.4,18.8,NA,252,163739,1.5390346832459,NA,3.29,29.21,33.96,NA,30.17,NA,NA,2019-09-29
"2936",2019-09-30,NA,NA,80.0416666666667,NA,NA,22.4583333333333,26.1,19.8,NA,1819,916166,1.98544805199058,NA,13.54,31.96,52.33,NA,33.42,NA,NA,2019-09-30
"2937",2019-10-01,NA,NA,81.3958333333333,NA,NA,22.8395833333333,26.9,18.7,NA,1479,761958,1.94105186900065,NA,12.09,35.45,53.59,NA,38.79,NA,NA,2019-10-01
"2938",2019-10-02,NA,NA,70.2916666666667,NA,NA,21.7083333333333,24.8,18.9,NA,1304,732953,1.77910452648396,NA,3.88,23.21,28.33,NA,31.88,NA,NA,2019-10-02
"2939",2019-10-03,NA,NA,61.3541666666667,NA,NA,20.6541666666667,23.8,17.3,NA,1305,705295,1.85028959513395,NA,6.96,36.25,46.33,NA,36.54,NA,NA,2019-10-03
"2940",2019-10-04,NA,NA,70.7083333333333,NA,NA,20.76875,24.1,17.2,NA,1215,638614,1.90255772657662,NA,13.58,45.08,65.5,NA,38.88,NA,NA,2019-10-04
"2941",2019-10-05,NA,NA,79.0416666666667,NA,NA,20.3125,22.7,18.8,NA,363,245200,1.48042414355628,NA,2.96,29.92,34,NA,33.29,NA,NA,2019-10-05
"2942",2019-10-06,NA,NA,81.3541666666667,NA,NA,20.4520833333333,22,18.4,NA,231,159471,1.44853923283857,NA,3.96,24.46,30.33,NA,26.08,NA,NA,2019-10-06
"2943",2019-10-07,NA,NA,64.0625,NA,NA,20.6979166666667,24.4,17.4,NA,1920,978743,1.96169985379206,NA,7.79,39.58,51.17,NA,54.96,NA,NA,2019-10-07
"2944",2019-10-08,NA,NA,72.2083333333333,NA,NA,21.5333333333333,25,17.5,NA,1637,837289,1.95511943904673,NA,18.46,40.46,68.29,NA,54.17,NA,NA,2019-10-08
"2945",2019-10-09,NA,NA,81.8125,NA,NA,20.6166666666667,24.3,18.4,NA,1490,759275,1.96239834052221,NA,17.38,39.92,66.21,NA,35.91,NA,NA,2019-10-09
"2946",2019-10-10,NA,NA,76.5416666666667,NA,NA,19.6854166666667,21.7,18.4,NA,1437,763555,1.88198623543818,NA,8.21,35.5,47.83,NA,24.46,NA,NA,2019-10-10
"2947",2019-10-11,NA,NA,82.1666666666667,NA,NA,21.0708333333333,23.8,18.8,NA,1421,737578,1.92657590112503,NA,14.29,45.29,67,NA,41.21,NA,NA,2019-10-11
"2948",2019-10-12,NA,NA,87.1458333333333,NA,NA,21.4791666666667,24,18.8,NA,250,164158,1.52292303756137,NA,14.33,29.67,51.04,NA,25.46,NA,NA,2019-10-12
"2949",2019-10-13,NA,NA,87.3333333333333,NA,NA,22.1895833333333,24,19.8,NA,262,179692,1.45805044186719,NA,1.54,14.88,16.46,NA,24.29,NA,NA,2019-10-13
"2950",2019-10-14,NA,NA,90.4166666666667,NA,NA,21.5645833333333,23.7,19.7,NA,1890,960850,1.96700837799865,NA,3.92,23.67,28.88,NA,33.12,NA,NA,2019-10-14
"2951",2019-10-15,NA,NA,53.6458333333333,NA,NA,17.9729166666667,22.1,15.3,NA,1610,831459,1.93635525022881,NA,3.42,25.42,30,NA,13.38,NA,NA,2019-10-15
"2952",2019-10-16,NA,NA,58.3125,NA,NA,18.4395833333333,23.2,13.6,NA,1483,782333,1.89561222650713,NA,18.27,44.18,72,NA,31.75,NA,NA,2019-10-16
"2953",2019-10-17,NA,NA,66.7916666666667,NA,NA,19.0395833333333,23.5,13.5,NA,1471,780779,1.88401583546689,NA,31.42,57.83,105.58,NA,39.71,NA,NA,2019-10-17
"2954",2019-10-18,NA,NA,69.5625,NA,NA,19.7416666666667,23.5,16.3,NA,853,472545,1.80511908918727,NA,25.58,57.58,96.46,NA,36.96,NA,NA,2019-10-18
"2955",2019-10-19,NA,NA,82.2916666666667,NA,NA,20.4166666666667,24.3,16.1,NA,398,256721,1.55032116577919,NA,16.62,49,74.46,NA,33.12,NA,NA,2019-10-19
"2956",2019-10-20,NA,NA,70.5833333333333,NA,NA,21.6041666666667,24.7,18.8,NA,237,150435,1.57543124937681,NA,6.79,29.58,39.71,NA,26.38,NA,NA,2019-10-20
"2957",2019-10-21,NA,NA,73.2291666666667,NA,NA,17.1604166666667,18.3,15.9,NA,1911,1004828,1.90181802258695,NA,8.64,31.55,44.64,NA,13.76,NA,NA,2019-10-21
"2958",2019-10-22,NA,NA,85.4375,NA,NA,18.5145833333333,21.2,14.8,NA,1495,792276,1.8869686826308,NA,3.83,24.42,30.12,NA,18.96,NA,NA,2019-10-22
"2959",2019-10-23,NA,NA,80.0208333333333,NA,NA,17.43125,20.4,14.8,NA,1512,819230,1.84563553580801,NA,13,33,52.46,NA,24.5,NA,NA,2019-10-23
"2960",2019-10-24,NA,NA,72.0416666666667,NA,NA,16.43125,20.3,13.1,NA,1287,688415,1.86951184968369,NA,20.75,37.38,69.12,NA,22.33,NA,NA,2019-10-24
"2961",2019-10-25,NA,NA,75.4375,NA,NA,16.4083333333333,20.1,13,NA,1221,680493,1.79428737694583,NA,25.29,45.08,83.79,NA,22.79,NA,NA,2019-10-25
"2962",2019-10-26,NA,NA,76.9791666666667,NA,NA,16.7520833333333,22.2,12.7,NA,332,229595,1.44602452143993,NA,13.54,40.08,60.42,NA,20.79,NA,NA,2019-10-26
"2963",2019-10-27,NA,NA,85.0416666666667,NA,NA,17.1458333333333,21.8,13.3,NA,234,166366,1.4065373934578,NA,8.83,43.3,56.52,NA,26.52,NA,NA,2019-10-27
"2964",2019-10-28,NA,NA,84.7708333333333,NA,NA,17.5395833333333,21,13.6,NA,1988,991636,2.00476787853608,NA,24.46,55,92.38,NA,33.25,NA,NA,2019-10-28
"2965",2019-10-29,NA,NA,88.9583333333333,NA,NA,17.4833333333333,20.7,14.8,NA,1536,810289,1.89561995781752,NA,38.12,52.21,110.17,NA,35.42,NA,NA,2019-10-29
"2966",2019-10-30,NA,NA,81.3333333333333,NA,NA,17.8625,22.6,13.6,NA,1381,743980,1.85623269442727,NA,43.71,64.08,130.62,NA,41.62,NA,NA,2019-10-30
"2967",2019-10-31,NA,NA,77.75,NA,NA,18.5770833333333,21.6,15.7,NA,1325,708634,1.8697945624963,NA,24.04,53.52,90.04,NA,32.88,NA,NA,2019-10-31
"2968",2019-11-01,NA,NA,83.5625,NA,NA,17.4041666666667,20.1,15,NA,286,196573,1.45493022948218,NA,25.08,44.88,82.92,NA,27.21,NA,NA,2019-11-01
"2969",2019-11-02,NA,NA,74.2708333333333,NA,NA,19.5875,23.9,15.4,NA,516,319758,1.61372037603438,NA,17.5,41.38,68.12,NA,22,NA,NA,2019-11-02
"2970",2019-11-03,NA,NA,49.1041666666667,NA,NA,18.7854166666667,21,15.5,NA,263,174780,1.50474882709692,NA,1.92,14.25,16.79,NA,17.46,NA,NA,2019-11-03
"2971",2019-11-04,NA,NA,55.9166666666667,NA,NA,19.0166666666667,23.8,14,NA,2093,1024459,2.04302954046965,NA,18.5,40.08,68.04,NA,25.17,NA,NA,2019-11-04
"2972",2019-11-05,NA,NA,49.9791666666667,NA,NA,16.73125,18.7,13.1,NA,1741,918943,1.89456799823275,NA,3.08,17.88,22.21,NA,22.96,NA,NA,2019-11-05
"2973",2019-11-06,NA,NA,55.8333333333333,NA,NA,14.6770833333333,18.9,11.5,NA,1697,883127,1.92158092777143,NA,4.54,22.96,29.71,NA,19.65,NA,NA,2019-11-06
"2974",2019-11-07,NA,NA,55,NA,NA,14.59375,18.5,11.4,NA,1605,879066,1.82580147565712,NA,12.83,40.75,60.29,NA,28.96,NA,NA,2019-11-07
"2975",2019-11-08,NA,NA,52.0208333333333,NA,NA,11.7791666666667,15.2,9.3,NA,1497,781445,1.91568184581129,NA,4.62,22.21,29.12,NA,26.38,NA,NA,2019-11-08
"2976",2019-11-09,NA,NA,55.3541666666667,NA,NA,12.53125,15.8,8.5,NA,398,269377,1.47748322982289,NA,3.08,20.46,24.83,NA,22.29,NA,NA,2019-11-09
"2977",2019-11-10,NA,NA,68.6666666666667,NA,NA,11.5666666666667,15.5,9,NA,277,192698,1.43748248554733,NA,2.42,19.96,23.46,NA,9.54,NA,NA,2019-11-10
"2978",2019-11-11,NA,NA,50.625,NA,NA,11.81875,16.2,7.9,NA,2161,1085892,1.99006899396993,NA,5.75,25.71,34.29,NA,13.62,NA,NA,2019-11-11
"2979",2019-11-12,NA,NA,58.125,NA,NA,12.55625,17.4,8.9,NA,1875,952214,1.96909518238547,NA,12.29,38.75,57.58,NA,19.62,NA,NA,2019-11-12
"2980",2019-11-13,NA,NA,76.1458333333333,NA,NA,11.44375,14.8,9.5,NA,1711,923017,1.85370366959655,NA,25.08,47.67,85.92,NA,21.88,NA,NA,2019-11-13
"2981",2019-11-14,NA,NA,85.1458333333333,NA,NA,9.85208333333333,12.5,6.9,NA,1561,857376,1.82067144403389,NA,43.58,51.46,117.88,NA,19.08,NA,NA,2019-11-14
"2982",2019-11-15,NA,NA,65.9375,NA,NA,9.33958333333333,13.1,6.7,NA,1505,782359,1.9236693129369,NA,11.42,36.96,54.21,NA,14.83,NA,NA,2019-11-15
"2983",2019-11-16,NA,NA,62.7708333333333,NA,NA,9.59375,13.6,7.1,NA,367,238760,1.53710839336572,NA,4.67,25.33,32.21,NA,11.75,NA,NA,2019-11-16
"2984",2019-11-17,NA,NA,63.5625,NA,NA,10.2895833333333,13.4,7,NA,258,176965,1.45791540700138,NA,8.04,25.71,37.75,NA,12.17,NA,NA,2019-11-17
"2985",2019-11-18,NA,NA,68.1041666666667,NA,NA,10.8770833333333,14.1,7.7,NA,2408,1138108,2.11579217438064,NA,21,40.54,72.38,NA,22,NA,NA,2019-11-18
"2986",2019-11-19,NA,NA,63.3541666666667,NA,NA,8.92708333333333,12.8,6,NA,1944,1004991,1.93434568070759,NA,29.14,43.73,88.09,NA,22.1,NA,NA,2019-11-19
"2987",2019-11-20,NA,NA,75,NA,NA,9.10416666666667,13.7,4.4,NA,1799,939167,1.91552727044285,NA,60.54,57.79,150.12,NA,35.33,NA,NA,2019-11-20
"2988",2019-11-21,NA,NA,72.5,NA,NA,11.4520833333333,15.6,7.1,NA,1770,892051,1.98419148680961,NA,29.04,52.21,96.33,NA,26.5,NA,NA,2019-11-21
"2989",2019-11-22,NA,NA,88.4583333333333,NA,NA,12.85625,15.6,8.4,NA,1611,838401,1.92151488368931,NA,29.46,50.33,95.21,NA,20.62,NA,NA,2019-11-22
"2990",2019-11-23,NA,NA,70.4583333333333,NA,NA,13.5083333333333,15.7,10.8,NA,366,252277,1.45078623893577,NA,3.88,17.08,21.5,NA,9.25,NA,NA,2019-11-23
"2991",2019-11-24,NA,NA,62.9583333333333,NA,NA,12.425,16.1,10.2,NA,274,189118,1.44883088865153,NA,3.92,17.17,21.54,NA,10.83,NA,NA,2019-11-24
"2992",2019-11-25,NA,NA,72.7916666666667,NA,NA,12.4145833333333,17.8,9.1,NA,2385,1136111,2.09926670897474,NA,65.88,47.04,147,NA,25.79,NA,NA,2019-11-25
"2993",2019-11-26,NA,NA,79.1458333333333,NA,NA,13.2958333333333,18.9,8,NA,1981,1007501,1.96625115012293,NA,60.04,56.46,148.08,NA,31.38,NA,NA,2019-11-26
"2994",2019-11-27,NA,NA,58.5208333333333,NA,NA,15.81875,19.1,11.3,NA,1966,968551,2.02983632250651,NA,14.42,45.92,67.5,NA,18.04,NA,NA,2019-11-27
"2995",2019-11-28,NA,NA,58.7916666666667,NA,NA,15.84375,19.9,11.6,NA,1711,874769,1.95594494089297,NA,19.67,49.29,78.92,NA,20.88,NA,NA,2019-11-28
"2996",2019-11-29,NA,NA,75.4583333333333,NA,NA,15.4229166666667,17.1,12.2,NA,1595,860317,1.85396778164328,NA,13.71,32.04,52.08,NA,17.38,NA,NA,2019-11-29
"2997",2019-11-30,NA,NA,86.7083333333333,NA,NA,13.9729166666667,17.8,11,NA,436,272750,1.59853345554537,NA,22.38,50.08,83.88,NA,22.04,NA,NA,2019-11-30
"2998",2019-12-01,NA,NA,83.8541666666667,NA,NA,13.7208333333333,15.9,11.5,NA,296,202919,1.45871012571519,NA,10.88,33.67,49.88,NA,18.33,NA,NA,2019-12-01
"2999",2019-12-02,NA,NA,76.7083333333333,NA,NA,11.4375,14.6,8.3,NA,2607,1190935,2.18903634539249,NA,54.84,57.63,141.21,NA,32.17,NA,NA,2019-12-02
"3000",2019-12-03,NA,NA,68.9791666666667,NA,NA,11.80625,14.6,8.2,NA,2102,1002214,2.09735645281347,NA,35.96,40.54,95.12,NA,27.95,NA,NA,2019-12-03
"3001",2019-12-04,NA,NA,89.2708333333333,NA,NA,12.4604166666667,14.4,11,NA,1666,896030,1.85931274622501,NA,3,21.42,24.92,NA,17.91,NA,NA,2019-12-04
"3002",2019-12-05,NA,NA,82.6458333333333,NA,NA,12.4604166666667,13.9,10.9,NA,1857,947636,1.95961318480936,NA,7.42,38.71,49.29,NA,11.12,NA,NA,2019-12-05
"3003",2019-12-06,NA,NA,85.0625,NA,NA,12.3416666666667,16.6,9.5,NA,359,236451,1.51828497236214,NA,16.83,50.79,76.25,NA,19.29,NA,NA,2019-12-06
"3004",2019-12-07,NA,NA,84.0833333333333,NA,NA,11.2875,15.9,8.4,NA,566,355383,1.59264793194947,NA,22.17,41.17,74.46,NA,17.17,NA,NA,2019-12-07
"3005",2019-12-08,NA,NA,80.1875,NA,NA,10.4958333333333,14.7,6.9,NA,369,247856,1.48876767155122,NA,9.08,26.58,40.25,NA,12.88,NA,NA,2019-12-08
"3006",2019-12-09,NA,NA,65.6458333333333,NA,NA,12.0208333333333,16.1,8.1,NA,2746,1214001,2.26194212360616,NA,9.05,31.45,44.68,NA,18.54,NA,NA,2019-12-09
"3007",2019-12-10,NA,NA,72.625,NA,NA,9.84166666666667,13.8,6.2,NA,2205,1052673,2.09466757483093,NA,40.54,49.33,111.04,NA,25.58,NA,NA,2019-12-10
"3008",2019-12-11,NA,NA,72.4791666666667,NA,NA,10.35,15.9,6.7,NA,2067,1029047,2.00865460955622,NA,36.29,48.42,104,NA,27.12,NA,NA,2019-12-11
"3009",2019-12-12,NA,NA,60.375,NA,NA,11.3875,13.5,9.2,NA,1875,947420,1.97905891790336,NA,7.08,28.12,38.58,NA,11.29,NA,NA,2019-12-12
"3010",2019-12-13,NA,NA,61.2083333333333,NA,NA,16.7875,20.2,12.3,NA,1779,845717,2.10354054606919,NA,3.08,15.5,19.83,NA,13.17,NA,NA,2019-12-13
"3011",2019-12-14,NA,NA,57.0208333333333,NA,NA,15.9604166666667,18.1,12.2,NA,503,320148,1.57114834389095,NA,4.46,22.62,29,NA,12.42,NA,NA,2019-12-14
"3012",2019-12-15,NA,NA,66.7708333333333,NA,NA,13.7666666666667,17.7,10.3,NA,340,219273,1.55057850259722,NA,4.29,32.21,38.54,NA,13.33,NA,NA,2019-12-15
"3013",2019-12-16,NA,NA,86.125,NA,NA,12.4125,15.3,8.9,NA,2649,1194515,2.21763644659129,NA,44.82,49.95,118.18,NA,26.56,NA,NA,2019-12-16
"3014",2019-12-17,NA,NA,88.6041666666667,NA,NA,14.4604166666667,16.8,12.1,NA,2257,1102042,2.04801631879729,NA,43.17,47.62,113.67,NA,97.83,NA,NA,2019-12-17
"3015",2019-12-18,NA,NA,86.1041666666667,NA,NA,14.0875,17.4,11.2,NA,2037,1042806,1.95338346729881,NA,28.95,41.14,85.36,NA,100.79,NA,NA,2019-12-18
"3016",2019-12-19,NA,NA,88.125,NA,NA,12.8708333333333,15.3,9.5,NA,1901,971865,1.95603298812078,NA,43.83,49.83,116.54,NA,63.62,NA,NA,2019-12-19
"3017",2019-12-20,NA,NA,85.5416666666667,NA,NA,14.9854166666667,17.4,13.1,NA,1693,905008,1.87070169545463,NA,20.29,54.42,85.42,NA,27.62,NA,NA,2019-12-20
"3018",2019-12-21,NA,NA,77.4583333333333,NA,NA,14.9541666666667,18.3,11.2,NA,577,374552,1.54050705909994,NA,13.46,44.83,65.04,NA,15.67,NA,NA,2019-12-21
"3019",2019-12-22,NA,NA,48.2916666666667,NA,NA,16.3,18.4,13.6,NA,398,251522,1.58236655242881,NA,1.92,10.83,12.88,NA,12.38,NA,NA,2019-12-22
"3020",2019-12-23,NA,NA,59.7083333333333,NA,NA,12.8979166666667,16.1,9.3,NA,2234,1066884,2.09394835802205,NA,15.5,32.92,56.04,NA,17.33,NA,NA,2019-12-23
"3021",2019-12-24,NA,NA,73.75,NA,NA,12.0229166666667,17.6,7.9,NA,1413,744982,1.89669012137206,NA,25.21,40.58,79,NA,21.08,NA,NA,2019-12-24
"3022",2019-12-25,NA,NA,82.1041666666667,NA,NA,11.8958333333333,17.9,7.5,NA,411,260606,1.57709339002172,NA,24.83,38.5,76.25,NA,20.5,NA,NA,2019-12-25
"3023",2019-12-26,NA,NA,83.2708333333333,NA,NA,11.6791666666667,16,8.7,NA,500,327040,1.52886497064579,NA,19.25,32.21,61.5,NA,18.04,NA,NA,2019-12-26
"3024",2019-12-27,NA,NA,78.625,NA,NA,10.1520833333333,14.3,7.1,NA,2405,1173680,2.04911049008248,NA,21.79,32.54,65.92,NA,17.92,NA,NA,2019-12-27
"3025",2019-12-28,NA,NA,83.5416666666667,NA,NA,9.7625,14.6,5.6,NA,737,501739,1.46889119641886,NA,31.54,39.79,88.04,NA,25.62,NA,NA,2019-12-28
"3026",2019-12-29,NA,NA,76.8541666666667,NA,NA,12.1020833333333,14.1,10.4,NA,486,332470,1.46178602580684,NA,14.88,35.12,57.42,NA,22,NA,NA,2019-12-29
"3027",2019-12-30,NA,NA,76.4791666666667,NA,NA,11.0833333333333,14.2,7.6,NA,2263,1137587,1.98929840091351,NA,22.58,46.33,80.54,NA,26.54,NA,NA,2019-12-30
"3028",2019-12-31,NA,NA,71.625,NA,NA,10.6354166666667,14,6.8,NA,1266,742389,1.70530543960107,NA,9.39,32.39,46.74,NA,19.52,NA,NA,2019-12-31
"3029",2020-01-01,NA,NA,81.0416666666667,NA,NA,8.34583333333333,12,4.7,NA,351,255247,1.37513859124691,NA,13.29,32.29,52.62,NA,15.17,NA,NA,2020-01-01
"3030",2020-01-02,NA,NA,80.75,NA,NA,8.90625,13.9,4.2,NA,2228,1188784,1.87418404016205,NA,30.58,39.25,85.75,NA,20.92,NA,NA,2020-01-02
"3031",2020-01-03,NA,NA,77.4791666666667,NA,NA,9.0625,13.5,6.2,NA,1795,983068,1.82591641676873,NA,23.46,38.83,74.75,NA,18.83,NA,NA,2020-01-03
"3032",2020-01-04,NA,NA,68.6666666666667,NA,NA,8.87916666666667,14.6,4.8,NA,705,469907,1.50029686725246,NA,18,32.58,59.83,NA,17.17,NA,NA,2020-01-04
"3033",2020-01-05,NA,NA,73.8958333333333,NA,NA,9.22916666666667,14.2,5.1,NA,527,369104,1.42778187177598,NA,13.88,29.29,50.33,NA,12.92,NA,NA,2020-01-05
"3034",2020-01-06,NA,NA,77.8541666666667,NA,NA,9.33958333333333,14.1,5.9,NA,431,305464,1.41096823193568,NA,26.46,42.75,83.21,NA,22.67,NA,NA,2020-01-06
"3035",2020-01-07,NA,NA,77.4166666666667,NA,NA,9.06875,15.4,4.8,NA,2527,1355849,1.86377686600794,NA,45.21,52.12,121,NA,29.29,NA,NA,2020-01-07
"3036",2020-01-08,NA,NA,82.8958333333333,NA,NA,9.28958333333333,15.6,4.9,NA,2178,1182049,1.84256321015457,NA,67.08,55,157.33,NA,32.25,NA,NA,2020-01-08
"3037",2020-01-09,NA,NA,87.125,NA,NA,9.51666666666667,14.2,5,NA,2103,1153260,1.8235263513865,NA,58.75,54.04,143.83,NA,31.5,NA,NA,2020-01-09
"3038",2020-01-10,NA,NA,87.875,NA,NA,9.68958333333333,11.8,7.5,NA,1751,1005787,1.74092526548862,NA,19.04,55.62,84.75,NA,15.62,NA,NA,2020-01-10
"3039",2020-01-11,NA,NA,76.8333333333333,NA,NA,7.96458333333333,11.7,5,NA,612,422056,1.450044543852,NA,11.67,32.12,49.54,NA,13.67,NA,NA,2020-01-11
"3040",2020-01-12,NA,NA,79.9583333333333,NA,NA,7.30833333333333,12.9,3.2,NA,450,333608,1.34888851586293,NA,25.21,42.71,81.12,NA,19.67,NA,NA,2020-01-12
"3041",2020-01-13,NA,NA,68.8541666666667,NA,NA,8.37083333333333,12.8,4.2,NA,2790,1448437,1.92621425716134,NA,40.46,62,123.75,NA,24.29,NA,NA,2020-01-13
"3042",2020-01-14,NA,NA,74.5208333333333,NA,NA,8.82916666666667,14.8,3.5,NA,2267,1215875,1.86450087385628,NA,75.09,68.96,183.52,NA,31.16,NA,NA,2020-01-14
"3043",2020-01-15,NA,NA,76.4375,NA,NA,8.69791666666667,14.4,4.1,NA,2234,1245276,1.79397980849225,NA,63.58,68.67,165.75,NA,37.5,NA,NA,2020-01-15
"3044",2020-01-16,NA,NA,78.375,NA,NA,10.2958333333333,14.7,5.2,NA,2103,1136568,1.85030724074582,NA,43.96,62.25,129.5,NA,34,NA,NA,2020-01-16
"3045",2020-01-17,NA,NA,67.6875,NA,NA,12.70625,17.9,8.4,NA,1962,1114962,1.75970122748578,NA,47.08,50.17,122.04,NA,29.67,NA,NA,2020-01-17
"3046",2020-01-18,NA,NA,66.8333333333333,NA,NA,11.1854166666667,14.6,7.4,NA,617,408824,1.50920689587695,NA,9.54,41.46,55.88,NA,16.33,NA,NA,2020-01-18
"3047",2020-01-19,NA,NA,46.5,NA,NA,11.0270833333333,12.3,9.3,NA,370,271197,1.36432187671693,NA,3.79,16.42,21.92,NA,16.12,NA,NA,2020-01-19
