"","date","ws","wd","rh","pres","solar","temp_mean","temp_max","temp_min","precip_sum","casos_total","poblacio_total","incidencia_1000","co","no","no2","nox","o3","pm10","pm2.5","so2","data"
"7120",1996-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,6.25,20,NA,69.92,NA,NA,11,1996-08-04
"7121",1996-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,14.29,23.08,NA,32.5,NA,NA,11,1996-08-05
"7122",1996-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,13.38,28.17,NA,23.04,NA,NA,11,1996-08-06
"7123",1996-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,6.26,21,NA,38.39,NA,NA,11,1996-08-07
"7124",1996-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,8.21,12.29,NA,60.71,NA,NA,11,1996-08-08
"7125",1996-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,15.38,12.25,NA,38,NA,NA,11,1996-08-09
"7126",1996-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,15.12,10.92,NA,24.79,NA,NA,11,1996-08-10
"7127",1996-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,6,10,NA,53.12,NA,NA,11,1996-08-11
"7128",1996-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,11.88,10.58,NA,42.46,NA,NA,11,1996-08-12
"7129",1996-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,6.96,10.08,NA,49.29,NA,NA,11,1996-08-13
"7130",1996-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,16.87,16,NA,34.83,NA,NA,11,1996-08-14
"7131",1996-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,7.38,25.83,NA,63.25,NA,NA,11,1996-08-15
"7132",1996-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,9.71,19.04,NA,72.42,NA,NA,11,1996-08-16
"7133",1996-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,6.29,20.38,NA,66.96,NA,NA,11,1996-08-17
"7134",1996-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,6,16.71,NA,57.58,NA,NA,11,1996-08-18
"7135",1996-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,12.79,17.42,NA,56.42,NA,NA,11,1996-08-19
"7136",1996-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,11.46,17.79,NA,40.62,NA,NA,11,1996-08-20
"7137",1996-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,8.91,24.83,NA,54.65,NA,NA,11,1996-08-21
"7138",1996-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,19.5,24.05,NA,41.87,NA,NA,11,1996-08-22
"7139",1996-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,21.92,28.21,NA,38.96,NA,NA,11,1996-08-23
"7140",1996-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,7.17,13.75,NA,45.08,NA,NA,11,1996-08-24
"7141",1996-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,11.25,20.04,NA,46.67,NA,NA,11,1996-08-25
"7142",1996-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,29.04,29.74,NA,33.96,NA,NA,11,1996-08-26
"7143",1996-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,15.38,22,NA,54.04,NA,NA,11,1996-08-27
"7144",1996-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,9.3,22,NA,36.48,NA,NA,11,1996-08-28
"7145",1996-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,27.77,39.68,NA,27.74,NA,NA,11,1996-08-29
"7146",1996-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,27.17,48,NA,19.46,NA,NA,11,1996-08-30
"7147",1996-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,12.38,29.12,NA,47.46,NA,NA,11,1996-08-31
"7148",1996-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,13.54,25.58,NA,58.42,NA,NA,11,1996-09-01
"7149",1996-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,19.61,35.57,NA,40.43,NA,NA,11,1996-09-02
"7150",1996-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,18.46,46.79,NA,29.42,NA,NA,11,1996-09-03
"7151",1996-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,35.87,57.65,NA,25.04,NA,NA,11,1996-09-04
"7152",1996-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,45.38,56.04,NA,34.96,NA,NA,NA,1996-09-05
"7153",1996-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,34.12,54.46,NA,39.62,NA,NA,11,1996-09-06
"7154",1996-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,43.38,30.21,NA,66.33,NA,NA,11,1996-09-07
"7155",1996-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,20.67,18.42,NA,72.38,NA,NA,11,1996-09-08
"7156",1996-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,41.21,37.79,NA,35.83,NA,NA,11,1996-09-09
"7157",1996-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,33.54,31.42,NA,48.75,NA,NA,11,1996-09-10
"7158",1996-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,28.92,33.88,NA,60.79,NA,NA,11,1996-09-11
"7159",1996-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,42.33,49.67,NA,29.92,NA,NA,11,1996-09-12
"7160",1996-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,24.39,31.39,NA,56.13,NA,NA,11,1996-09-13
"7161",1996-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,13.79,30.08,NA,65.42,NA,NA,11,1996-09-14
"7162",1996-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,34.12,43.58,NA,41.12,NA,NA,11,1996-09-15
"7163",1996-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,73.25,68.21,NA,32.42,NA,NA,11,1996-09-16
"7164",1996-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,50.58,79.12,NA,14.62,NA,NA,11,1996-09-17
"7165",1996-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,26.74,44.22,NA,29.86,NA,NA,11,1996-09-18
"7166",1996-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,27.17,50.92,NA,19.29,NA,NA,NA,1996-09-19
"7167",1996-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,44.62,60.04,NA,22.5,NA,NA,NA,1996-09-20
"7168",1996-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,18.33,39.17,NA,24.67,NA,NA,NA,1996-09-21
"7169",1996-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,14.79,30.38,NA,45.38,NA,NA,NA,1996-09-22
"7170",1996-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,17.62,51.54,NA,39.79,NA,NA,NA,1996-09-23
"7171",1996-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,30.25,60.67,NA,35.29,NA,NA,NA,1996-09-24
"7172",1996-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,68.78,57.61,NA,25.61,NA,NA,NA,1996-09-25
"7173",1996-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,27.33,52.46,NA,26.54,NA,NA,NA,1996-09-26
"7174",1996-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,58.62,70.67,NA,24.62,NA,NA,11,1996-09-27
"7175",1996-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,46.21,50.58,NA,21.04,NA,NA,11,1996-09-28
"7176",1996-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,46.42,39.96,NA,28.92,NA,NA,11,1996-09-29
"7177",1996-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,68.83,60.87,NA,13.25,NA,NA,11,1996-09-30
"7178",1996-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,13.3,35.13,NA,42.22,NA,NA,11,1996-10-01
"7179",1996-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,22.67,45.25,NA,26.21,NA,NA,NA,1996-10-02
"7180",1996-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,43.78,55.65,NA,23.96,NA,NA,NA,1996-10-03
"7181",1996-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,65.04,71.25,NA,28.67,NA,NA,NA,1996-10-04
"7182",1996-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,45.71,55.42,NA,17.5,NA,NA,NA,1996-10-05
"7183",1996-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,19.12,39.83,NA,19.54,NA,NA,NA,1996-10-06
"7184",1996-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,65.61,59.65,NA,12.39,NA,NA,NA,1996-10-07
"7185",1996-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,36.36,64.09,NA,21,NA,NA,NA,1996-10-08
"7186",1996-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,57,59.55,NA,31.39,NA,NA,NA,1996-10-09
"7187",1996-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,41,55.45,NA,25.39,NA,NA,NA,1996-10-10
"7188",1996-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,57.61,50.78,NA,21.65,NA,NA,91.5,1996-10-11
"7189",1996-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,29.12,39.46,NA,35.17,NA,NA,NA,1996-10-12
"7190",1996-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,32.83,49.25,NA,21.46,NA,NA,NA,1996-10-13
"7191",1996-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,23.21,49.38,NA,22.5,NA,NA,NA,1996-10-14
"7192",1996-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,21.6,29.5,NA,26.7,NA,NA,NA,1996-10-15
"7193",1996-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,55.7,43.43,NA,24,NA,NA,11,1996-10-16
"7194",1996-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,43.33,36.83,NA,9.83,NA,NA,11,1996-10-17
"7195",1996-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,1996-10-18
"7196",1996-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,1996-10-21
"7197",1996-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,69.89,67.22,NA,33.17,NA,NA,11,1996-10-22
"7198",1996-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,75.65,44.62,NA,26.29,NA,NA,11,1996-10-23
"7199",1996-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,25.43,43.09,NA,26.62,NA,NA,11,1996-10-24
"7200",1996-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,66.88,62.33,NA,14.79,NA,NA,11,1996-10-26
"7201",1996-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,42.79,55.79,NA,16.96,NA,NA,11,1996-10-27
"7202",1996-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,107,73.18,NA,7.77,NA,NA,11,1996-10-28
"7203",1996-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23,81.61,61.87,NA,9.04,NA,NA,11,1996-10-29
"7204",1996-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,54.3,64.04,NA,5.91,NA,NA,11,1996-10-30
"7205",1996-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,63.71,77.33,NA,8.46,NA,NA,11,1996-10-31
"7206",1996-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,84.04,62.67,NA,20.5,NA,NA,11,1996-11-01
"7207",1996-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,66.58,61.38,NA,17.88,NA,NA,11,1996-11-02
"7208",1996-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,75.54,57.17,NA,15.12,NA,NA,11,1996-11-03
"7209",1996-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12,145.27,70.07,NA,8.93,NA,NA,11,1996-11-04
"7210",1996-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA,1996-11-05
"7211",1996-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49,161.5,49.4,NA,6.8,NA,NA,11,1996-11-06
"7212",1996-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56,153.83,54.46,NA,2.96,NA,NA,11,1996-11-07
"7213",1996-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56,94.75,38.75,NA,10.29,NA,NA,11,1996-11-08
"7214",1996-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13,128.29,43.71,NA,5.04,NA,NA,11,1996-11-09
"7215",1996-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,74.88,37.5,NA,12.42,NA,NA,11,1996-11-10
"7216",1996-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,19.39,37.61,NA,30.32,NA,NA,11,1996-11-11
"7217",1996-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,46.95,44.23,NA,NA,NA,NA,11,1996-11-12
"7218",1996-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,60.04,60.78,NA,NA,NA,NA,11,1996-11-13
"7219",1996-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,58.86,55.77,NA,NA,NA,NA,11,1996-11-14
"7220",1996-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,32.58,57.17,NA,NA,NA,NA,11,1996-11-15
"7221",1996-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,54.25,48.88,NA,NA,NA,NA,11,1996-11-16
"7222",1996-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,17.25,22.45,NA,NA,NA,NA,11,1996-11-17
"7223",1996-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,35.87,36.65,NA,NA,NA,NA,NA,1996-11-18
"7224",1996-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,59.29,50.92,NA,4.71,NA,NA,NA,1996-11-19
"7225",1996-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,27.74,45.87,NA,22.04,NA,NA,11,1996-11-20
"7226",1996-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,82.22,70.65,NA,2.73,NA,NA,11.14,1996-11-21
"7227",1996-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,26.04,42.21,NA,17.54,NA,NA,11,1996-11-22
"7228",1996-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,50.04,38.62,NA,19.62,NA,NA,11,1996-11-23
"7229",1996-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,43.17,34.54,NA,24.79,NA,NA,11,1996-11-24
"7230",1996-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,45.13,52.83,NA,9.35,NA,NA,11.17,1996-11-25
"7231",1996-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,91.41,55.52,NA,15,NA,NA,15.09,1996-11-26
"7232",1996-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,92.91,64.78,NA,4.39,NA,NA,16,1996-11-27
"7233",1996-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,47.7,39.87,NA,28.7,NA,NA,13.61,1996-11-28
"7234",1996-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,81.54,65.21,NA,4.12,NA,NA,16.12,1996-11-29
"7235",1996-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,18.04,32.58,NA,16.58,NA,NA,11,1996-11-30
"7236",1996-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,95.42,44.83,NA,12.12,NA,NA,12.38,1996-12-01
"7237",1996-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,48.86,45.91,NA,9.59,NA,NA,12.09,1996-12-02
"7238",1996-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,91,64.26,NA,5.04,NA,NA,17.23,1996-12-03
"7239",1996-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,67.96,43.74,NA,21,NA,NA,17.22,1996-12-04
"7240",1996-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,13.1,32.05,NA,30.83,NA,NA,11,1996-12-05
"7241",1996-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,22.08,53.42,NA,23.12,NA,NA,11,1996-12-06
"7242",1996-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,69.5,58.12,NA,3.95,NA,NA,11,1996-12-07
"7243",1996-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64,238.54,74.08,NA,2.71,NA,NA,11,1996-12-17
"7244",1996-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,74.58,59.38,NA,4.54,NA,NA,11,1996-12-18
"7245",1996-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78,48.7,66.9,NA,0.9,NA,NA,11,1996-12-19
"7246",1996-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42,150.2,74.57,NA,3.87,NA,NA,11,1996-12-20
"7247",1996-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23,139.96,62.25,NA,2.71,NA,NA,11,1996-12-21
"7248",1996-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,57.38,42.29,NA,12.96,NA,NA,11,1996-12-22
"7249",1996-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,123.96,72.17,NA,1.96,NA,NA,11,1996-12-23
"7250",1996-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96,136.31,72.69,NA,0.23,NA,NA,11,1996-12-24
"7251",1997-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85,207.91,123.45,NA,15,NA,NA,11,1997-01-14
"7252",1997-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,148.38,75.04,NA,3.17,NA,NA,11,1997-01-15
"7253",1997-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,56.17,59.33,NA,18.08,NA,NA,11,1997-01-16
"7254",1997-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,170.5,73.08,NA,1.38,NA,NA,11,1997-01-17
"7255",1997-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,86.71,58.62,NA,3.54,NA,NA,11,1997-01-18
"7256",1997-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,78.21,59.75,NA,2.88,NA,NA,11,1997-01-19
"7257",1997-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,138.54,61.21,NA,1.83,NA,NA,11,1997-01-20
"7258",1997-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,89.96,46.5,NA,11.21,NA,NA,11,1997-01-21
"7259",1997-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,89.12,43.58,NA,14.29,NA,NA,11,1997-01-22
"7260",1997-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,39.33,27.42,NA,30.88,NA,NA,11,1997-01-23
"7261",1997-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,43.54,31.79,NA,33.21,NA,NA,11,1997-01-24
"7262",1997-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,74.04,47.04,NA,7.46,NA,NA,11,1997-01-25
"7263",1997-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,75.08,45.04,NA,5.71,NA,NA,11,1997-01-26
"7264",1997-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96,169.58,51.04,NA,2.79,NA,NA,11,1997-01-27
"7265",1997-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83,141.79,44.29,NA,8.29,NA,NA,11,1997-01-28
"7266",1997-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,83.5,42.6,NA,2.8,NA,NA,11,1997-01-29
"7267",1997-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,120.5,68.27,NA,15.82,NA,NA,11,1997-01-30
"7268",1997-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,139,60.25,NA,2.29,NA,NA,11,1997-01-31
"7269",1997-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,98.68,58.75,NA,6.92,NA,NA,11,1997-02-01
"7270",1997-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,82.7,39.88,NA,2.79,NA,NA,11,1997-02-02
"7271",1997-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,157.64,41.46,NA,5.33,NA,NA,11,1997-02-03
"7272",1997-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,108,51.21,NA,6.71,NA,NA,11,1997-02-04
"7273",1997-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19,128.88,59.54,NA,2.04,NA,NA,11,1997-02-05
"7274",1997-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76,72.61,60.21,NA,3.46,NA,NA,11,1997-02-06
"7275",1997-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87,112.53,68,NA,10.75,NA,NA,11,1997-02-07
"7276",1997-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,102.94,71.38,NA,14,NA,NA,11,1997-02-08
"7277",1997-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08,56.89,68.29,NA,14.75,NA,NA,11,1997-02-09
"7278",1997-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57,84.82,71.79,NA,8.92,NA,NA,11,1997-02-10
"7279",1997-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,147.75,73.42,NA,3.54,NA,NA,11.33,1997-02-11
"7280",1997-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.24,60.17,NA,2.42,NA,NA,11,1997-02-12
"7281",1997-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.67,59.69,NA,8.79,NA,NA,11,1997-02-13
"7282",1997-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.83,48.5,NA,7,NA,NA,11,1997-02-14
"7283",1997-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,30.71,NA,36.25,NA,NA,11,1997-02-15
"7284",1997-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.92,49.38,NA,19.38,NA,NA,11,1997-02-16
"7285",1997-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,81.18,63.21,NA,11,NA,NA,11,1997-02-17
"7286",1997-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,107.39,69.09,NA,6.29,NA,NA,11,1997-02-18
"7287",1997-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,87.08,60.29,NA,17.67,NA,NA,11,1997-02-19
"7288",1997-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,89.08,69.21,NA,18.58,NA,NA,11,1997-02-20
"7289",1997-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83,127.25,76.96,NA,15,NA,NA,11,1997-02-21
"7290",1997-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,78.21,70.21,NA,15.83,NA,NA,11,1997-02-22
"7291",1997-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,54.58,54.71,NA,23.96,NA,NA,11,1997-02-23
