,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,co,no,no2,nox,pm10,so2
1,2011-09-17,219.142.857.142.857,218.685.714.285.714,670.571.428.571.429,100.449.142.857.143,263.685.714.285.714,251.571.428.571.429,28.4,21.7,0,NA,NA,NA,NA,4.79,33.33,40.29,NA,NA
2,2011-09-18,177.708.333.333.333,151.145.833.333.333,77.125,100.163.541.666.667,780.625,201.895.833.333.333,23.5,15.8,0.3,NA,NA,NA,NA,2.12,21.46,24.54,NA,NA
3,2011-09-19,378.125,2.188.125,503.958.333.333.333,100.748.541.666.667,238.291.666.666.667,1.870.625,25.8,13.6,0,NA,NA,NA,NA,5.33,24.08,31.83,NA,NA
4,2011-09-20,2.1625,234.145.833.333.333,602.291.666.666.667,101.068.541.666.667,228,201.854.166.666.667,25.2,15.9,0,NA,NA,NA,NA,5.25,30.62,38.58,NA,NA
5,2011-09-21,197.916.666.666.667,250.729.166.666.667,694.166.666.666.667,100.963.333.333.333,233.875,210.604.166.666.667,26,15.7,0,NA,NA,NA,NA,8.37,39.21,52.53,NA,NA
6,2011-09-22,168.541.666.666.667,226.708.333.333.333,69.25,100.832.708.333.333,225.020.833.333.333,223.958.333.333.333,27.6,18.2,0,NA,NA,NA,NA,13,43.12,62.88,NA,NA
7,2011-09-23,183.125,249.833.333.333.333,717.708.333.333.333,1005.9,201.895.833.333.333,2.200.625,27,17.3,0,NA,NA,NA,NA,14.5,48.25,69.79,NA,NA
8,2011-09-24,1.5125,157.916.666.666.667,780.625,100.518.958.333.333,575.833.333.333.333,1.988.125,22.9,16.6,4.5,NA,NA,NA,NA,2.67,29.21,33,NA,NA
9,2011-09-25,114.583.333.333.333,202.083.333.333.333,690.416.666.666.667,100.931.875,225,203.729.166.666.667,26,15.5,0,NA,NA,NA,NA,3.62,33.29,39.46,NA,NA
10,2011-09-26,120.833.333.333.333,216.208.333.333.333,659.375,101.313.958.333.333,216.875,21.425,27.5,16.5,0,NA,NA,NA,NA,22.92,59.62,94.79,NA,NA
11,2011-09-27,111.458.333.333.333,193.770.833.333.333,594.791.666.666.667,101.456.041.666.667,2.179.375,225.375,29.7,16.8,0,NA,NA,NA,NA,38,78.58,134.64,NA,NA
12,2011-09-28,156.041.666.666.667,128.104.166.666.667,536.041.666.666.667,101.393.541.666.667,214.958.333.333.333,223.791.666.666.667,28,17.1,0,NA,NA,NA,NA,3.42,47.17,51.5,NA,NA
13,2011-09-29,230.208.333.333.333,138.041.666.666.667,591.041.666.666.667,101.376.041.666.667,2.059.375,2.161.875,27.9,16.1,0,NA,NA,NA,NA,4.58,43.67,50.25,NA,NA
14,2011-09-30,210.625,1.233.125,633.958.333.333.333,101.377.916.666.667,203.625,211.645.833.333.333,26.1,15.5,0,NA,NA,NA,NA,5.38,43.33,51.21,NA,NA
15,2011-10-01,191.875,115.333.333.333.333,702.291.666.666.667,101.401.041.666.667,2.021.875,2.091.875,26.2,15.5,0,NA,NA,NA,NA,2,24.5,27.67,NA,NA
16,2011-10-02,156.041.666.666.667,243.354.166.666.667,648.333.333.333.333,101.395.208.333.333,214.958.333.333.333,207.291.666.666.667,26,15.1,0,NA,NA,NA,NA,2.54,29.67,34.29,NA,NA
17,2011-10-03,107.083.333.333.333,213.375,478.125,101.311.666.666.667,205.270.833.333.333,226.791.666.666.667,30.6,16.6,0,NA,NA,NA,NA,37.14,85.35,142.32,NA,NA
18,2011-10-04,118.125,219.75,473.333.333.333.333,101.342.291.666.667,200.125,223.833.333.333.333,29.8,17.4,0,NA,NA,NA,NA,44.12,86.38,153.33,NA,NA
19,2011-10-05,173.541.666.666.667,1.659.375,513.541.666.666.667,101.195.625,203.958.333.333.333,228.875,30.1,17.1,0,NA,NA,NA,NA,22.58,74.42,107.04,NA,NA
20,2011-10-06,1.0875,2.229.375,739.375,100.994.166.666.667,187.479.166.666.667,215.395.833.333.333,27.1,16.9,0,NA,NA,NA,NA,10.67,42.38,58.75,NA,NA
21,2011-10-07,260.208.333.333.333,219.875,643.125,100.771.041.666.667,964.166.666.666.667,196.583.333.333.333,22.9,16.6,0,NA,NA,NA,NA,5.38,35.08,43,NA,NA
22,2011-10-08,260.416.666.666.667,2.001.875,506.458.333.333.333,101.030.625,192.75,178.895.833.333.333,24.1,13.3,0,NA,NA,NA,NA,3.62,25.04,29.92,NA,NA
23,2011-10-09,261.875,272.479.166.666.667,501.666.666.666.667,101.242.916.666.667,1.998.125,188.479.166.666.667,25.3,13.7,0,NA,NA,NA,NA,3.17,21.17,26.33,NA,NA
24,2011-10-10,186.041.666.666.667,236.791.666.666.667,441.041.666.666.667,101.378.541.666.667,197.270.833.333.333,225.479.166.666.667,29.5,16.7,0,NA,NA,NA,NA,13.13,41.88,62.52,NA,NA
25,2011-10-11,110.208.333.333.333,225.104.166.666.667,443.333.333.333.333,101.224.375,1.943.125,226.291.666.666.667,29,16.8,0,NA,NA,NA,NA,65.13,70,170.04,NA,NA
26,2011-10-12,952.083.333.333.333,200.291.666.666.667,456.875,10.101.375,1.939.375,2.329.375,32,17.8,0,NA,NA,NA,NA,61.17,71.88,164.67,NA,NA
27,2011-10-13,169.583.333.333.333,146.125,679.583.333.333.333,100.937.291.666.667,164.395.833.333.333,2.155.625,27.3,17.1,0,NA,NA,NA,NA,25.25,56.62,93,NA,NA
28,2011-10-14,2.1125,958.541.666.666.667,54.75,101.061.041.666.667,163.375,2.025.625,25.7,15.9,0,NA,NA,NA,NA,09.08,36.67,51.21,NA,NA
29,2011-10-15,242.291.666.666.667,101.291.666.666.667,601.666.666.666.667,101.376.041.666.667,144.375,186.375,22.2,16.7,0,NA,NA,NA,NA,2.54,24.5,27.62,NA,NA
30,2011-10-16,143.541.666.666.667,2.534.375,613.541.666.666.667,10.139.375,1.673.125,188.208.333.333.333,23.3,15,0,NA,NA,NA,NA,2.12,24.46,28.04,NA,NA
31,2011-10-17,161.875,250,682.916.666.666.667,101.302.916.666.667,111.916.666.666.667,18.775,23.5,14.8,0,NA,NA,NA,NA,6.42,41.12,51.17,NA,NA
32,2011-10-18,2.4625,272.645.833.333.333,60.375,101.082.083.333.333,1.745.625,193.229.166.666.667,25.1,16,0,NA,NA,NA,NA,04.08,32.33,38.29,NA,NA
33,2011-10-19,272.291.666.666.667,2.346.875,679.583.333.333.333,1.008.725,149.833.333.333.333,1.898.125,23.2,14.4,0,NA,NA,NA,NA,06.04,31,39.83,NA,NA
34,2011-10-20,1.5375,230.333.333.333.333,562.083.333.333.333,101.180.625,937.916.666.666.667,152.708.333.333.333,19.6,12.6,0,NA,NA,NA,NA,7.54,27.64,38.62,NA,NA
35,2011-10-21,156.875,151.875,562.291.666.666.667,101.150.625,634.791.666.666.667,147.125,17.3,11.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,2011-10-22,199.166.666.666.667,104.708.333.333.333,723.541.666.666.667,100.882.916.666.667,128.520.833.333.333,163.895.833.333.333,21.4,13.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,2011-10-23,9.625,2.046.875,890.833.333.333.333,100.470.208.333.333,542.291.666.666.667,151.729.166.666.667,18.8,12.9,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,2011-10-24,133.958.333.333.333,178.125,911.666.666.666.667,99.403.125,632.916.666.666.667,15.9,20.3,14,38.2,NA,NA,NA,NA,20,68.29,97.07,NA,NA
39,2011-10-25,339.375,299.895.833.333.333,553.541.666.666.667,995.558.333.333.333,168.416.666.666.667,162.583.333.333.333,20.5,13.9,0.1,NA,NA,NA,NA,7.67,30.04,40.42,NA,NA
40,2011-10-26,197.708.333.333.333,265.083.333.333.333,460.208.333.333.333,1003.95,154.395.833.333.333,160.083.333.333.333,20.9,11.2,0,NA,NA,NA,NA,11,38.04,57.25,NA,NA
41,2011-10-27,129.375,115.166.666.666.667,828.541.666.666.667,100.043.958.333.333,247.708.333.333.333,168.416.666.666.667,20.2,14.6,10.5,NA,NA,NA,NA,43.42,73.25,139,NA,NA
42,2011-10-28,222.916.666.666.667,49.625,863.333.333.333.333,100.770.208.333.333,475.625,166.145.833.333.333,18.9,14.1,32.6,NA,NA,NA,NA,12.04,50.38,67.33,NA,NA
43,2011-10-29,2.35,1.031.875,778.125,101.192.916.666.667,756.458.333.333.333,179.708.333.333.333,21.5,14.7,0,NA,NA,NA,NA,4.62,28.42,35.38,NA,NA
44,2011-10-30,149.791.666.666.667,218.854.166.666.667,737.291.666.666.667,101.151.041.666.667,135.291.666.666.667,174.229.166.666.667,23.7,14,0,NA,NA,NA,NA,6.88,29.96,40.38,NA,NA
45,2011-10-31,126.041.666.666.667,234.520.833.333.333,808.958.333.333.333,100.840.625,100.979.166.666.667,167.645.833.333.333,20.8,13.2,0,NA,NA,NA,NA,26.12,46.96,86.83,NA,NA
46,2011-11-01,1.375,2.451.875,825.625,100.689.791.666.667,978.125,182.083.333.333.333,21.7,15.4,0,NA,NA,NA,NA,7.79,41.46,52.46,NA,NA
47,2011-11-02,227.291.666.666.667,222.833.333.333.333,834.791.666.666.667,100.370.208.333.333,118.041.666.666.667,185.583.333.333.333,21.4,16.1,82.1,NA,NA,NA,NA,4.58,31.25,38,NA,NA
48,2011-11-03,206.458.333.333.333,157.229.166.666.667,824.583.333.333.333,994.754.166.666.667,443.125,186.583.333.333.333,20.8,16.3,0.1,NA,NA,NA,NA,14.58,44.83,67.71,NA,NA
49,2011-11-04,179.166.666.666.667,198.416.666.666.667,889.166.666.666.667,9.895.125,25.875,156.395.833.333.333,17.6,14.3,22.3,NA,NA,NA,NA,8.58,47.42,58.79,NA,NA
50,2011-11-05,165.416.666.666.667,236.354.166.666.667,839.791.666.666.667,989.510.416.666.667,607.916.666.666.667,14.425,18.8,11.3,14.3,NA,NA,NA,NA,6.46,32.88,42.75,NA,NA
51,2011-11-06,347.708.333.333.333,230,835.833.333.333.333,994.727.083.333.334,26.875,129.354.166.666.667,15.7,10.6,26.1,NA,NA,NA,NA,6.42,26.08,36.29,NA,NA
52,2011-11-07,239.583.333.333.333,2.795.625,638.958.333.333.333,100.177.083.333.333,961.666.666.666.667,160.583.333.333.333,20.9,13.5,0,NA,NA,NA,NA,14.38,42.54,65.33,NA,NA
53,2011-11-08,2.9,249.020.833.333.333,721.041.666.666.667,100.401.875,134.916.666.666.667,150.770.833.333.333,21.1,12.1,0.1,NA,NA,NA,NA,11.12,33.75,50.58,NA,NA
54,2011-11-09,1.4125,246.729.166.666.667,743.333.333.333.333,100.808.125,129.229.166.666.667,1.501.875,20.3,11,0,NA,NA,NA,NA,35.46,54.54,109.25,NA,NA
55,2011-11-10,136.875,264.979.166.666.667,78.125,100.775.416.666.667,115.416.666.666.667,148.916.666.666.667,20.1,10.8,0,NA,NA,NA,NA,44.88,62.5,130.75,NA,NA
56,2011-11-11,121.875,237.729.166.666.667,815.208.333.333.333,100.845.208.333.333,125.354.166.666.667,160.416.666.666.667,20.8,12.1,0,NA,NA,NA,NA,49.25,63.83,138.08,NA,NA
57,2011-11-12,145.416.666.666.667,870.833.333.333.333,813.958.333.333.333,1.015.375,978.333.333.333.333,171.166.666.666.667,21.2,14.2,0,NA,NA,NA,NA,13.29,53.08,72.5,NA,NA
58,2011-11-13,221.041.666.666.667,661.458.333.333.333,845.208.333.333.333,1016.5,352.916.666.666.667,156.791.666.666.667,17.8,14.2,7.8,NA,NA,NA,NA,2.92,32.17,36.33,NA,NA
59,2011-11-14,257.916.666.666.667,554.166.666.666.667,81.875,101.067.708.333.333,31.25,144.854.166.666.667,16.9,13.3,5.2,NA,NA,NA,NA,7,48.42,59.42,NA,NA
60,2011-11-15,307.916.666.666.667,779.375,90.125,100.305.625,22.625,142.583.333.333.333,15.9,12.9,48.8,NA,NA,NA,NA,5.71,43.5,51.75,NA,NA
61,2011-11-16,235.833.333.333.333,739.166.666.666.667,818.125,10.072.625,29.875,1.408.125,15.5,12.5,7.7,NA,NA,NA,NA,9.83,47.25,62.33,NA,NA
62,2011-11-17,1.45,950.416.666.666.667,720.416.666.666.667,101.355.416.666.667,729.791.666.666.667,1.479.375,17.8,12.7,8.4,NA,NA,NA,NA,6.92,38.46,48.83,NA,NA
63,2011-11-18,104.545.454.545.455,131.909.090.909.091,85.625,101.108.541.666.667,64.75,130.666.666.666.667,17.3,10.5,0,NA,NA,NA,NA,14.67,64.08,88.75,NA,NA
64,2011-11-19,248.125,555.625,876.875,100.534.705.882.353,0.25,1.470.625,15.1,14.5,1.2,NA,NA,NA,NA,16.96,58.62,83.54,NA,NA
65,2011-11-20,2.7,60.875,82,10.054.625,875,1.568.125,16.5,15.2,0,NA,NA,NA,NA,3.71,35.21,39.67,NA,NA
66,2011-11-21,316.170.212.765.957,568.297.872.340.426,76.375,100.141.041.666.667,593.541.666.666.667,151.916.666.666.667,19.1,13.2,6.2,NA,NA,NA,NA,08.04,42,53.83,NA,NA
67,2011-11-22,398.125,526.458.333.333.333,703.958.333.333.333,10.017.375,435.416.666.666.667,153.625,16.4,13.3,0.3,NA,NA,NA,NA,5.5,33.79,42,NA,NA
68,2011-11-23,145.833.333.333.333,232.291.666.666.667,593.541.666.666.667,10.107.875,113.041.666.666.667,154.458.333.333.333,20.6,10.8,0,NA,NA,NA,NA,22.5,46.83,82.17,NA,NA
69,2011-11-24,954.166.666.666.666,216.75,750.625,101.713.333.333.333,1.071.875,132.395.833.333.333,19.3,10,0,NA,NA,NA,NA,59.08,58.54,148.96,NA,NA
70,2011-11-25,829.166.666.666.667,246.791.666.666.667,764.166.666.666.667,101.888.541.666.667,1.079.375,126.854.166.666.667,18.9,8.7,0,NA,NA,NA,NA,57.46,62.88,149.5,NA,NA
71,2011-11-26,132.291.666.666.667,225.229.166.666.667,680.416.666.666.667,101.899.791.666.667,1.136.875,1.145.625,17.6,7.3,0,NA,NA,NA,NA,19.42,37.96,68.75,NA,NA
72,2011-11-27,127.083.333.333.333,165.375,771.041.666.666.667,101.718.958.333.333,773.541.666.666.667,114.458.333.333.333,17.3,6.9,0,NA,NA,NA,NA,20.83,45.67,76.58,NA,NA
73,2011-11-28,119.166.666.666.667,146.895.833.333.333,787.916.666.666.667,1.014.375,52.375,120.416.666.666.667,16.1,8.6,0,NA,NA,NA,NA,17.38,53.88,80.38,NA,NA
74,2011-11-29,126.458.333.333.333,2.618.125,68.25,101.369.375,990.416.666.666.667,140.125,19.7,10.3,0,NA,NA,NA,NA,41.42,62.67,126.96,NA,NA
75,2011-11-30,1.4,260.979.166.666.667,682.708.333.333.333,101.721.666.666.667,100.458.333.333.333,124.270.833.333.333,17.8,7.7,0,NA,NA,NA,NA,32.79,56.67,106.25,NA,NA
76,2011-12-01,194.791.666.666.667,260.5,746.666.666.666.667,10.151.375,103.166.666.666.667,128.916.666.666.667,17.4,8.6,0,NA,NA,NA,NA,30.41,50.65,96.77,NA,NA
77,2011-12-02,174.375,207.291.666.666.667,665.833.333.333.333,100.745.416.666.667,813.333.333.333.333,1.414.375,18.6,11.6,0,NA,NA,NA,NA,24.71,52.46,90.21,NA,NA
78,2011-12-03,2.8,289,637.708.333.333.333,101.251.458.333.333,837.291.666.666.667,117.729.166.666.667,13.9,9.7,0.1,NA,NA,NA,NA,5.25,27.12,34.71,NA,NA
79,2011-12-04,2.425,286.625,622.916.666.666.667,101.025.625,984.375,115.770.833.333.333,15.6,9.5,0,NA,NA,NA,NA,3.83,23.71,30.21,NA,NA
80,2011-12-05,2.675,2.449.375,652.291.666.666.667,10.072.875,997.291.666.666.667,119.604.166.666.667,16.5,7.3,0,NA,NA,NA,NA,7.88,34.38,46.46,NA,NA
81,2011-12-06,283.541.666.666.667,3.003.125,62.25,101.125.416.666.667,1.001.875,12.075,16.3,8.6,0,NA,NA,NA,NA,5.5,32.12,39.88,NA,NA
82,2011-12-07,337.916.666.666.667,278.333.333.333.333,616.666.666.666.667,101.652.083.333.333,100.895.833.333.333,11.5875,15.6,9.1,0,NA,NA,NA,NA,12.33,36.5,55.79,NA,NA
83,2011-12-08,198.541.666.666.667,232.25,697.291.666.666.667,101.741.458.333.333,927.916.666.666.667,125.166.666.666.667,18.1,9,0,NA,NA,NA,NA,10.67,37.33,53.29,NA,NA
84,2011-12-09,129.375,278.458.333.333.333,74,1.012.675,80.75,109.104.166.666.667,15.8,7.5,0,NA,NA,NA,NA,55.25,63.88,148.67,NA,NA
85,2011-12-10,1.7125,285.791.666.666.667,699.375,100.812.291.666.667,881.666.666.666.667,1.034.375,15.1,6.4,0,NA,NA,NA,NA,15.08,42.08,64.88,NA,NA
86,2011-12-11,168.958.333.333.333,275.895.833.333.333,724.375,100.698.958.333.333,846.666.666.666.667,9.225,15.5,5.2,0,NA,NA,NA,NA,22.96,48.46,82,NA,NA
87,2011-12-12,308.125,303.791.666.666.667,655.833.333.333.333,100.999.791.666.667,989.791.666.666.667,998.333.333.333.334,15.8,6.8,0,NA,NA,NA,NA,16.42,36.88,63.04,NA,NA
88,2011-12-13,247.708.333.333.333,281.541.666.666.667,59.875,100.851.666.666.667,841.875,1.133.125,16.2,7.7,0,NA,NA,NA,NA,33.21,51.46,102.67,NA,NA
89,2011-12-14,253.829.787.234.042,231.297.872.340.426,580.625,100.801.666.666.667,840.625,1.394.375,19,11.5,0,NA,NA,NA,NA,21.42,49.75,81.79,NA,NA
90,2011-12-15,324.166.666.666.667,2.843.125,531.666.666.666.667,101.332.291.666.667,842.708.333.333.333,1.141.875,15.2,9.2,0,NA,NA,NA,NA,7.96,39.75,50.42,NA,NA
91,2011-12-16,447.916.666.666.667,267.020.833.333.333,493.958.333.333.333,100.235.833.333.333,49.25,130.791.666.666.667,16.7,10,0,NA,NA,NA,NA,5.62,33.38,40.96,NA,NA
92,2011-12-17,619.791.666.666.667,310.5,53.75,100.492.708.333.333,98,09.05,12.2,6.7,0,NA,NA,NA,NA,2.83,12.67,17.21,NA,NA
93,2011-12-18,331.041.666.666.667,300.729.166.666.667,44.625,1.008.025,989.791.666.666.667,791.666.666.666.667,12.1,4.4,0,NA,NA,NA,NA,4.38,23.25,30.25,NA,NA
94,2011-12-19,296.666.666.666.667,257,455.833.333.333.333,101.277.083.333.333,806.875,749.791.666.666.667,10.7,5.3,0,NA,NA,NA,NA,15,42.23,66.86,NA,NA
95,2011-12-20,364.375,270.395.833.333.333,664.791.666.666.667,101.050.625,690.833.333.333.333,8.55,13,3.9,0,NA,NA,NA,NA,23.25,43.58,78.54,NA,NA
96,2011-12-21,166.458.333.333.333,274.208.333.333.333,68.75,101.125.208.333.333,517.708.333.333.333,116.958.333.333.333,15.5,8.1,0,NA,NA,NA,NA,105.04,80.21,239.79,NA,NA
97,2011-12-22,332.916.666.666.667,282.125,59,101.433.125,892.291.666.666.667,134.229.166.666.667,16.9,10.3,0,NA,NA,NA,NA,20.33,36.46,67.17,NA,NA
98,2011-12-23,335.416.666.666.667,280.291.666.666.667,602.291.666.666.667,101.463.541.666.667,986.666.666.666.667,114.208.333.333.333,17.1,7.8,0,NA,NA,NA,NA,11.62,35.58,52.54,NA,NA
99,2011-12-24,234.166.666.666.667,269.020.833.333.333,636.875,101.866.875,832.708.333.333.333,102.833.333.333.333,14.9,5.1,0,NA,NA,NA,NA,7.38,29.17,40.92,NA,NA
100,2011-12-25,160.625,2.308.125,55.75,102.266.041.666.667,990.416.666.666.667,864.375,15.4,4.1,0,NA,NA,NA,NA,36.58,43,100.5,NA,NA
101,2011-12-26,100.208.333.333.333,248.645.833.333.333,601.875,102.532.291.666.667,949.791.666.666.667,818.958.333.333.333,14.1,3,0,NA,NA,NA,NA,48.62,65.42,138.58,NA,NA
102,2011-12-27,199.375,1.328.125,576.458.333.333.333,102.368.958.333.333,734.375,950.625,16.1,3.9,0,NA,NA,NA,NA,29.62,61.04,106.21,NA,NA
103,2011-12-28,184.583.333.333.333,270.583.333.333.333,56.25,102.083.958.333.333,100.25,9.4,15.6,5.4,0,NA,NA,NA,NA,22.58,58.96,92.21,NA,NA
104,2011-12-29,249.583.333.333.333,258.958.333.333.333,546.666.666.666.667,1.018.025,90.75,932.083.333.333.333,14,5.4,0,NA,NA,NA,NA,11.33,40.12,58.5,NA,NA
105,2011-12-30,500.208.333.333.333,304.291.666.666.667,488.958.333.333.333,101.602.708.333.333,990.208.333.333.333,952.083.333.333.333,13.4,6.2,0,NA,NA,NA,NA,05.09,25.27,30.91,NA,NA
106,2011-12-31,3.0125,302.041.666.666.667,577.916.666.666.667,101.426.666.666.667,100.770.833.333.333,119.979.166.666.667,16.6,8,0,NA,NA,NA,NA,4,13.46,19.62,NA,NA
107,2012-01-01,262.083.333.333.333,2.788.125,654.791.666.666.667,101.357.916.666.667,98.5,127.083.333.333.333,17.3,10,0,118,82176,143.594.236.760.125,NA,6.21,21.79,31.08,NA,NA
108,2012-01-02,399.375,302.770.833.333.333,520.625,101.164.375,930.416.666.666.667,125.041.666.666.667,16.1,8.2,0.2,1426,803160,177.548.682.703.322,NA,8.75,19.79,33.12,NA,NA
109,2012-01-03,254.166.666.666.667,2.869.375,560.625,101.946.875,922.291.666.666.667,991.875,15,7.2,0,1187,709196,167.372.630.415.287,NA,11.54,32.79,50.21,NA,NA
110,2012-01-04,2.9625,223.770.833.333.333,661.875,101.821.458.333.333,894.791.666.666.667,102.520.833.333.333,15.7,5.6,0,1108,647350,171.159.341.932.494,NA,15.96,33.38,57.54,NA,NA
111,2012-01-05,529.583.333.333.333,303.625,480.416.666.666.667,101.113.333.333.333,198.541.666.666.667,1.174.375,16.1,7.8,0,847,493206,171.733.515.001.845,NA,7.88,20.38,32.38,NA,NA
112,2012-01-06,286.666.666.666.667,268.875,621.041.666.666.667,1011.5,798.125,12.7125,15.9,9.2,0,125,102091,122.439.784.114.173,NA,5.17,23.58,31.04,NA,NA
113,2012-01-07,232.708.333.333.333,281.333.333.333.333,524.583.333.333.333,101.754.791.666.667,1.044.375,9.6375,14.3,6.4,0,282,194645,144.879.138.945.259,NA,17.58,30.04,57,NA,NA
114,2012-01-08,281.666.666.666.667,3.073.125,615.208.333.333.333,101.583.333.333.333,103.354.166.666.667,983.125,13.5,7.2,0,153,122253,125.150.303.060.048,NA,8.71,21.04,34.38,NA,NA
115,2012-01-09,177.083.333.333.333,263.041.666.666.667,631.041.666.666.667,101.793.333.333.333,101.895.833.333.333,972.291.666.666.666,14.5,6.4,0,1479,849479,174.106.717.176.057,NA,15.17,31.67,54.79,NA,NA
116,2012-01-10,160.416.666.666.667,264.416.666.666.667,705.833.333.333.333,102.045.416.666.667,101.854.166.666.667,860.208.333.333.333,14.1,3.9,0,1124,672155,167.223.333.903.638,NA,40.12,47.54,108.79,NA,NA
117,2012-01-11,103.125,233.208.333.333.333,768.125,102.213.541.666.667,898.541.666.666.667,901.875,14.2,4.9,0,1132,686184,164.970.328.658.202,NA,72.12,64.29,174.5,NA,NA
118,2012-01-12,222.291.666.666.667,277.229.166.666.667,726.458.333.333.333,102.058.333.333.333,996.666.666.666.667,934.791.666.666.667,14,5.9,0,1075,639937,167.985.286.051.596,NA,33.21,52.21,102.92,NA,NA
119,2012-01-13,111.666.666.666.667,216.854.166.666.667,556.458.333.333.333,101.486.458.333.333,111.541.666.666.667,786.666.666.666.667,15.1,3.3,0,913,543796,167.893.842.543.895,NA,20.75,40.67,72.38,NA,NA
120,2012-01-14,741.666.666.666.667,193,709.375,100.994.375,780.416.666.666.667,642.291.666.666.667,12.1,2.2,0,211,151601,139.181.139.966.095,NA,22.04,38.62,72.38,NA,NA
121,2012-01-15,105.416.666.666.667,161.916.666.666.667,728.125,1007.55,850.208.333.333.333,820.833.333.333.333,12.9,5.5,0,149,103330,144.198.199.941.934,NA,15.67,40.58,64.17,NA,NA
122,2012-01-16,300.416.666.666.667,909.375,72.625,100.610.208.333.333,545.625,883.958.333.333.333,12.1,5,0.5,1582,832449,190.041.672.222.563,NA,11.25,46.12,63,NA,NA
123,2012-01-17,309.791.666.666.667,117.208.333.333.333,674.791.666.666.667,101.702.291.666.667,111.541.666.666.667,10.8,14.6,7.5,0,1309,710683,184.189.012.541.457,NA,8.88,40.83,54.04,NA,NA
124,2012-01-18,174.583.333.333.333,266.291.666.666.667,632.916.666.666.667,102.275.625,1.120.625,9,14.1,6,0,1217,686710,177.221.825.807.109,NA,31.04,52.17,99.61,NA,NA
125,2012-01-19,249.375,276.770.833.333.333,612.291.666.666.667,102.431.041.666.667,107.5,901.041.666.666.667,14.5,4.4,0,1124,649410,173.080.180.471.505,NA,18.25,49.21,76.92,NA,NA
126,2012-01-20,190.208.333.333.333,252.75,61.625,101.851.666.666.667,108.5,111.479.166.666.667,16.8,7.4,0,1116,600623,185.807.070.325.312,NA,42.88,54.96,120.21,NA,NA
127,2012-01-21,2.4875,282.145.833.333.333,551.458.333.333.333,101.546.875,1.141.875,115.145.833.333.333,16.7,8.6,0,198,127132,155.743.636.535.255,NA,16.04,41.42,66.04,NA,NA
128,2012-01-22,224.375,241.895.833.333.333,635.833.333.333.333,101.089.166.666.667,118.375,118.104.166.666.667,18.5,7.3,0,130,94950,136.914.165.350.184,NA,9.38,32.71,46.79,NA,NA
129,2012-01-23,2.875,299.354.166.666.667,568.958.333.333.333,100.797.291.666.667,116.770.833.333.333,1.214.375,16.6,9,0,1797,906322,1.982.739.026.527,NA,9.5,30.67,44.96,NA,NA
130,2012-01-24,165.416.666.666.667,264.708.333.333.333,683.958.333.333.333,101.193.333.333.333,114.208.333.333.333,103.833.333.333.333,15,7.8,0,1345,705836,190.554.179.724.469,NA,19.42,45.96,75.25,NA,NA
131,2012-01-25,185.416.666.666.667,2.648.125,665.833.333.333.333,1009.95,122.958.333.333.333,996.875,15.8,6.2,0,1381,763811,180.803.889.967.544,NA,34.83,55.25,108.25,NA,NA
132,2012-01-26,141.875,187.416.666.666.667,69.625,100.821.041.666.667,109.520.833.333.333,997.083.333.333.333,14.8,4.9,0,1334,745847,178.857.057.814.807,NA,49.67,72.46,148.33,NA,NA
133,2012-01-27,159.583.333.333.333,120.770.833.333.333,687.916.666.666.667,101.178.125,512.708.333.333.333,1.015.625,12.6,7.2,0,1217,616117,197.527.417.682.031,NA,13.46,50.83,71.08,NA,NA
134,2012-01-28,148.333.333.333.333,233.354.166.666.667,805.416.666.666.667,101.302.916.666.667,191.875,794.166.666.666.667,9.8,5.8,1.6,261,168820,154.602.535.244.639,NA,15.83,44.46,68.33,NA,NA
135,2012-01-29,192.083.333.333.333,245.729.166.666.667,63.25,100.822.291.666.667,849.583.333.333.333,6.15,10.5,3.2,0,148,100861,146.736.597.892.149,NA,6.75,32.83,43.21,NA,NA
136,2012-01-30,190.625,287.541.666.666.667,42.25,101.150.416.666.667,135.833.333.333.333,669.166.666.666.667,11.5,2.3,0,2027,995098,203.698.530.195.016,NA,14.17,47.79,69.08,NA,NA
137,2012-01-31,271.041.666.666.667,2.560.625,484.583.333.333.333,100.757.291.666.667,715.833.333.333.333,7.0875,11.1,4.1,0,1579,848355,186.124.912.330.333,NA,17.25,48.67,74.88,NA,NA
138,2012-02-01,202.291.666.666.667,160.458.333.333.333,830.416.666.666.667,100.309.375,138.333.333.333.333,590.625,7.5,2.9,6.9,1431,802157,178.394.005.163.578,NA,43,64.05,129.59,NA,NA
139,2012-02-02,199.583.333.333.333,193.791.666.666.667,794.583.333.333.333,100.227.291.666.667,351.875,213.125,2.9,1.1,0.9,1219,710798,171.497.387.443.409,NA,13.29,43.88,63.92,NA,NA
140,2012-02-03,362.916.666.666.667,2.885.625,49.875,100.777.291.666.667,135.479.166.666.667,977.083.333.333.333,4,-1.8,0,1258,680582,184.841.797.167.718,NA,6.68,31.52,42.5,NA,NA
