,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,co,no,no2,nox,pm10,so2
2772,2019-04-19,559.791.666.666.667,702.916.666.666.667,543.333.333.333.333,101.132.291.666.667,209.583.333.333.333,169.333.333.333.333,19.5,15.5,0,317,231528,136.916.485.263.122,NA,1.38,12.83,14.88,NA,NA
2773,2019-04-20,518.333.333.333.333,578.125,43.375,100.989.375,593.541.666.666.667,1.683.125,18.4,14.6,0,498,332432,149.805.072.917.168,NA,1.29,14.58,16,NA,NA
2774,2019-04-21,505.416.666.666.667,656.458.333.333.333,516.458.333.333.333,100.137.291.666.667,176.916.666.666.667,166.354.166.666.667,18.7,15.7,0,303,204298,148.312.758.813.106,NA,1.29,12.12,14.04,NA,NA
2775,2019-04-22,381.666.666.666.667,601.041.666.666.667,592.083.333.333.333,9.907.625,51.5,1.619.375,17.8,13.4,1.4,346,246599,140.308.760.376.157,NA,1.42,15.08,17.12,NA,NA
2776,2019-04-23,188.125,230.979.166.666.667,783.958.333.333.333,9.890.375,198.083.333.333.333,155.333.333.333.333,19.1,13.5,0.9,1762,966437,182.319.178.591.051,NA,4.78,35.57,42.87,NA,NA
2777,2019-04-24,307.708.333.333.333,239.416.666.666.667,662.291.666.666.667,998.104.166.666.667,266.75,149.041.666.666.667,17.6,12.3,0.2,1532,857256,178.709.743.647.172,NA,2.42,21.58,25.42,NA,NA
2778,2019-04-25,255.416.666.666.667,2.386.875,738.541.666.666.667,100.170.833.333.333,119.604.166.666.667,1.546.875,17.6,13.9,0.6,1383,806199,171.545.734.986.027,NA,2.62,21.75,25.58,NA,NA
2779,2019-04-26,323.958.333.333.333,2.243.125,504.583.333.333.333,101.017.083.333.333,3.151.875,159.791.666.666.667,22.2,12.1,0,1279,721885,177.175.034.804.713,NA,2.38,18.12,21.46,NA,NA
2780,2019-04-27,1.575,188.083.333.333.333,652.708.333.333.333,101.481.875,309.375,152.895.833.333.333,19.5,10.6,0,388,273923,141.645.644.944.017,NA,2.58,32.83,36.54,NA,NA
2781,2019-04-28,148.958.333.333.333,157.333.333.333.333,761.666.666.666.667,1013.05,860.416.666.666.667,136.854.166.666.667,15.5,11.1,0,287,193578,148.260.649.453.967,NA,02.04,27.96,31.04,NA,NA
2782,2019-04-29,174.791.666.666.667,226.166.666.666.667,746.458.333.333.333,100.977.083.333.333,172.791.666.666.667,151.854.166.666.667,18.3,13.4,0,1731,933665,185.398.403.067.481,NA,2.29,24.38,27.88,NA,NA
2783,2019-04-30,213.541.666.666.667,221.020.833.333.333,784.375,1.007.525,234.916.666.666.667,1.585.625,19.1,13.4,0.6,1303,724859,179.759.097.976.296,NA,2.75,21.54,25.46,NA,NA
2784,2019-05-01,2.5125,242.479.166.666.667,729.166.666.666.667,100.557.708.333.333,304.833.333.333.333,1.593.125,20.3,11.8,0,248,175659,141.182.632.259.093,NA,1.75,15.88,18.46,NA,NA
2785,2019-05-02,172.708.333.333.333,180.541.666.666.667,67.25,100.595.625,178.583.333.333.333,154.354.166.666.667,19.2,12.4,0,1478,805019,183.598.151.099.539,NA,7.83,36.42,48.38,NA,NA
2786,2019-05-03,117.291.666.666.667,214.979.166.666.667,843.958.333.333.333,100.272.083.333.333,285.625,126.416.666.666.667,15.3,10.1,25.6,1130,656457,172.136.179.521.279,NA,5.75,47.12,55.58,NA,NA
2787,2019-05-04,343.541.666.666.667,238.854.166.666.667,647.291.666.666.667,100.070.416.666.667,329.916.666.666.667,1.468.125,20.7,9.8,0,326,215316,151.405.376.284.159,NA,2.12,21.33,24.38,NA,NA
2788,2019-05-05,333.541.666.666.667,1.943.125,45.375,10.041.625,344.520.833.333.333,15.6,21.4,12,0,238,163007,146.005.999.742.342,NA,1.71,17.25,19.83,NA,NA
2789,2019-05-06,204.583.333.333.333,221.291.666.666.667,585.208.333.333.333,100.901.666.666.667,2.980.625,141.666.666.666.667,17,10.1,0,1836,958673,191.514.729.214.237,NA,2.54,21.58,25.33,NA,NA
2790,2019-05-07,201.041.666.666.667,247.520.833.333.333,828.541.666.666.667,100.765.625,776.041.666.666.667,148.354.166.666.667,16.7,11.1,0,1464,814113,17.982.761.606.804,NA,2.75,28.83,33,NA,NA
2791,2019-05-08,252.916.666.666.667,209.75,826.458.333.333.333,999.170.833.333.333,203.145.833.333.333,175.833.333.333.333,22.1,15.3,0,1337,752949,177.568.467.452.643,NA,2.5,21.86,25.64,NA,NA
2792,2019-05-09,201.458.333.333.333,171.083.333.333.333,653.541.666.666.667,100.190.208.333.333,292.583.333.333.333,169.854.166.666.667,21.1,12.6,0,1293,711244,181.794.152.217.804,NA,3.62,27.08,32.42,NA,NA
2793,2019-05-10,159.375,156.854.166.666.667,642.291.666.666.667,100.341.875,311.041.666.666.667,182.083.333.333.333,21.5,14.6,0.8,1291,710085,181.809.220.022.955,NA,07.04,49.75,60.38,NA,NA
2794,2019-05-11,210.833.333.333.333,188.583.333.333.333,72,100.953.958.333.333,247.583.333.333.333,175.208.333.333.333,21,13.8,0,385,257460,149.537.792.278.412,NA,3.21,26,30.79,NA,NA
2795,2019-05-12,203.958.333.333.333,2.196.875,657.708.333.333.333,101.252.916.666.667,336.708.333.333.333,16.2,20,12.1,0,222,156292,14.204.181.915.901,NA,2.25,16.46,19.67,NA,NA
2796,2019-05-13,2.2875,2.031.875,595.416.666.666.667,101.075.833.333.333,302.291.666.666.667,162.625,19.7,12.1,0,1980,992318,199.532.811.054.521,NA,2.5,26.04,29.96,NA,NA
2797,2019-05-14,2.0875,204.208.333.333.333,665.208.333.333.333,100.799.375,335.270.833.333.333,164.729.166.666.667,20.7,11.5,0,1561,849805,183.689.199.286.895,NA,9.71,38.88,53.75,NA,NA
2798,2019-05-15,273.958.333.333.333,142.229.166.666.667,660.416.666.666.667,100.437.291.666.667,309.291.666.666.667,150.166.666.666.667,18.5,12.3,0,1483,797892,185.864.753.625.804,NA,2.17,22,25.12,NA,NA
2799,2019-05-16,215.416.666.666.667,227.416.666.666.667,617.291.666.666.667,100.148.125,294.520.833.333.333,15.725,19.6,10.5,0.1,1366,740488,184.472.942.167.868,NA,2.67,24.38,28.54,NA,NA
2800,2019-05-17,192.916.666.666.667,135.166.666.666.667,846.041.666.666.667,994.922.916.666.666,911.458.333.333.333,143.166.666.666.667,16.3,11.3,32.9,1311,721982,181.583.474.380.248,NA,1.92,23.08,25.79,NA,NA
2801,2019-05-18,233.958.333.333.333,201.041.666.666.667,72,998.225,221.895.833.333.333,147.375,19.1,11.4,0.6,353,237509,148.625.946.806.226,NA,1.62,15,17.33,NA,NA
2802,2019-05-19,2,209.083.333.333.333,699.375,999.566.666.666.667,213.020.833.333.333,1.355.625,17.8,10.8,2.9,234,165596,14.130.776.105.703,NA,2.58,21.12,25,NA,NA
2803,2019-05-20,213.541.666.666.667,227.208.333.333.333,648.333.333.333.333,100.283.541.666.667,346.770.833.333.333,155.625,20.3,11.2,0,1869,944307,197.922.921.253.364,NA,2.38,19.67,23.21,NA,NA
2804,2019-05-21,174.375,203.291.666.666.667,67.625,100.614.375,345.791.666.666.667,172.833.333.333.333,22.1,11.6,0,1543,804512,191.793.285.867.706,NA,4.33,32.33,38.83,NA,NA
2805,2019-05-22,178.541.666.666.667,234.875,728.333.333.333.333,100.819.791.666.667,340.666.666.666.667,1.793.125,21.6,13.6,0,1467,822495,178.359.746.867.762,NA,3.27,23.82,28.77,NA,NA
2806,2019-05-23,181.458.333.333.333,2.310.625,692.708.333.333.333,100.731.458.333.333,322.25,184.791.666.666.667,23.6,13.2,0,1336,715881,186.623.195.754.602,NA,5.17,29.04,36.92,NA,NA
2807,2019-05-24,107.708.333.333.333,2.446.875,905.625,100.566.875,42.875,152.125,16.7,13.3,17.7,1223,688349,177.671.500.939.204,NA,3.54,39.96,45.21,NA,NA
2808,2019-05-25,165.416.666.666.667,265.895.833.333.333,800.208.333.333.333,100.582.291.666.667,1.276.875,175.583.333.333.333,23.1,13.6,3.5,376,254652,14.765.248.260.371,NA,7.25,29.92,41.12,NA,NA
2809,2019-05-26,213.958.333.333.333,245.729.166.666.667,590.208.333.333.333,100.514.791.666.667,2.566.875,191.458.333.333.333,24.3,14.9,1,247,170910,144.520.507.869.639,NA,6.17,22.38,31.58,NA,NA
2810,2019-05-27,278.333.333.333.333,210.520.833.333.333,630.208.333.333.333,100.212.708.333.333,318.770.833.333.333,193.375,23.6,15.7,0.5,1844,961977,191.688.574.674.862,NA,3.21,22.33,27.25,NA,NA
2811,2019-05-28,194.791.666.666.667,191.125,750.833.333.333.333,100.439.583.333.333,168.958.333.333.333,171.770.833.333.333,20.1,15.2,0,1552,846525,183.337.763.208.411,NA,3.33,21.33,26.42,NA,NA
2812,2019-05-29,228.125,206.604.166.666.667,671.666.666.666.667,10.107.125,334.625,175.645.833.333.333,20.3,13.7,0,1328,748704,177.373.167.500.107,NA,2.92,18.42,22.83,NA,NA
2813,2019-05-30,158.333.333.333.333,210.75,70.375,101.486.041.666.667,346.645.833.333.333,179.791.666.666.667,22,13,0,1254,688286,182.191.705.192.318,NA,06.04,30.75,39.92,NA,NA
2814,2019-05-31,209.791.666.666.667,2.120.625,514.791.666.666.667,101.404.583.333.333,352.958.333.333.333,205.020.833.333.333,25.1,14.8,0,1173,662271,177.117.826.388.291,NA,13.08,40.5,60.04,NA,NA
2815,2019-06-01,2.325,235.479.166.666.667,50.75,101.165.208.333.333,357.458.333.333.333,2.115.625,25.1,17,0,379,267934,141.452.745.825.464,NA,2.62,23.25,27.17,NA,NA
2816,2019-06-02,262.916.666.666.667,239.729.166.666.667,438.541.666.666.667,100.936.041.666.667,354.375,209.854.166.666.667,25,16.4,0,252,173071,145.604.982.926.082,NA,2.71,23.42,27.38,NA,NA
2817,2019-06-03,253.958.333.333.333,229.25,538.125,100.757.083.333.333,332.833.333.333.333,210.875,25.7,16.3,0,1852,974890,189.970.150.478.516,NA,3.38,29.21,34.58,NA,NA
2818,2019-06-04,188.541.666.666.667,238.208.333.333.333,606.458.333.333.333,100.262.916.666.667,346.145.833.333.333,208.479.166.666.667,24.8,16.1,0,1422,830708,171.179.283.213.837,NA,3.12,31.46,36.17,NA,NA
2819,2019-06-05,261.458.333.333.333,163.041.666.666.667,65.875,99.874.375,249.833.333.333.333,2.019.375,24.4,16.1,0,1402,796422,17.603.732.694.476,NA,2.67,28.33,32.38,NA,NA
2820,2019-06-06,212.708.333.333.333,162.895.833.333.333,757.291.666.666.667,100.485.416.666.667,233.125,183.229.166.666.667,21.3,15.3,0,1273,733703,173.503.447.580.288,NA,2.29,19.42,22.79,NA,NA
2821,2019-06-07,262.291.666.666.667,166.458.333.333.333,651.666.666.666.667,100.467.708.333.333,325.145.833.333.333,2.135.625,28.5,17.3,0,1197,651939,183.606.134.929.802,NA,2.23,20.14,23.55,NA,NA
2822,2019-06-08,222.291.666.666.667,147.020.833.333.333,45.75,101.241.041.666.667,347.104.166.666.667,198.916.666.666.667,22.1,15.5,0,415,284316,145.964.349.526.583,NA,2.67,20.83,24.67,NA,NA
2823,2019-06-09,181.041.666.666.667,142.125,502.916.666.666.667,100.517.083.333.333,180.020.833.333.333,212.875,26.4,19,0,311,213395,145.739.122.284.964,NA,02.08,26.08,28.92,NA,NA
2824,2019-06-10,246.875,203.979.166.666.667,536.875,100.259.375,332.208.333.333.333,220.854.166.666.667,27.1,16.8,0,328,210714,155.661.228.015.224,NA,2.12,26.62,29.58,NA,NA
2825,2019-06-11,168.958.333.333.333,172.166.666.666.667,90.625,100.317.083.333.333,291.875,145.083.333.333.333,18.5,11.8,18.9,1596,882110,180.929.816.009.341,NA,2.96,34.25,38.62,NA,NA
2826,2019-06-12,203.125,242.083.333.333.333,721.666.666.666.667,100.554.375,3.363.125,162.416.666.666.667,20.1,11.2,0,1347,765200,176.032.409.827.496,NA,2.71,27.5,31.54,NA,NA
2827,2019-06-13,2.325,139.020.833.333.333,57.375,10.045.375,327.270.833.333.333,1.851.875,22,13.3,0,1174,668551,175.603.656.265.565,NA,04.08,30.54,36.38,NA,NA
2828,2019-06-14,276.875,170.395.833.333.333,526.666.666.666.667,100.053.541.666.667,260.104.166.666.667,2.186.875,25.5,17.7,0,1110,637488,17.412.092.462.917,NA,4.96,32.92,40.29,NA,NA
2829,2019-06-15,1.975,153.458.333.333.333,764.791.666.666.667,10.072.375,309.083.333.333.333,1.965.625,23.3,16.4,0,363,245508,147.856.688.987.732,NA,04.04,32.08,38.12,NA,NA
2830,2019-06-16,212.708.333.333.333,210.25,643.958.333.333.333,100.951.875,341.333.333.333.333,205.416.666.666.667,24.8,16.2,0,254,174889,145.234.977.614.373,NA,4,27,33.12,NA,NA
2831,2019-06-17,2.025,230.020.833.333.333,601.041.666.666.667,10.068.375,358.354.166.666.667,218.833.333.333.333,28.1,16.3,0,1521,836720,181.781.241.036.428,NA,8.92,41.12,54.67,NA,NA
2832,2019-06-18,229.166.666.666.667,240,526.875,100.531.666.666.667,349.270.833.333.333,222.291.666.666.667,26.4,17.4,0,1278,727325,175.712.370.673.358,NA,6.17,37.75,46.83,NA,NA
2833,2019-06-19,173.333.333.333.333,216.895.833.333.333,709.375,100.353.958.333.333,347.333.333.333.333,2.143.125,25.2,16.7,0,1092,623789,175.059.194.695.642,NA,03.08,32.67,37.17,NA,NA
2834,2019-06-20,2.35,117.854.166.666.667,77.625,100.421.875,286.666.666.666.667,212.791.666.666.667,24.4,18.8,0,1085,650879,16.669.765.040.814,NA,5,27,34.67,NA,NA
2835,2019-06-21,210.208.333.333.333,129.375,660.208.333.333.333,100.531.458.333.333,321.979.166.666.667,226.604.166.666.667,27.3,19.4,0,1094,627594,174.316.516.728.968,NA,2.23,19.32,22.59,NA,NA
2836,2019-06-22,256.666.666.666.667,243.895.833.333.333,627.083.333.333.333,100.606.666.666.667,330.416.666.666.667,229.625,27.1,18.5,0,309,193111,160.011.599.546.375,NA,1.92,17.08,19.96,NA,NA
2837,2019-06-23,183.541.666.666.667,224.145.833.333.333,70.625,100.543.958.333.333,342.125,2.336.875,28,18.4,0,276,174222,158.418.569.411.441,NA,03.04,15.38,20.12,NA,NA
2838,2019-06-24,336.666.666.666.667,126.270.833.333.333,626.666.666.666.667,100.609.375,330.208.333.333.333,2.335.625,28.1,19.7,0,222,152950,145.145.472.376.594,NA,2.88,20.25,24.71,NA,NA
2839,2019-06-25,4.4375,819.166.666.666.667,69.125,100.795.833.333.333,3.338.125,242.708.333.333.333,27.2,21.8,0,1382,776324,178.018.456.211.582,NA,1.58,14.5,16.88,NA,NA
2840,2019-06-26,3.5125,807.083.333.333.333,457.083.333.333.333,101.056.458.333.333,338.770.833.333.333,27.375,31,23,0,1113,670187,166.073.051.252.859,NA,2.46,29.08,32.79,NA,NA
2841,2019-06-27,126.458.333.333.333,191.166.666.666.667,433.541.666.666.667,101.010.625,340.854.166.666.667,279.395.833.333.333,33.9,22.1,0,1040,591446,175.840.228.862.821,NA,15.25,60.25,83.25,NA,NA
2842,2019-06-28,1.625,2.041.875,40.375,100.573.958.333.333,346.354.166.666.667,294.916.666.666.667,35.7,22.2,0,873,518550,16.835.406.421.753,NA,9.92,50.29,65.21,NA,NA
2843,2019-06-29,191.041.666.666.667,1.301.875,392.916.666.666.667,100.503.541.666.667,3.401.875,29.75,34.9,25,0,328,219949,149.125.479.088.334,NA,11.92,58.62,76.58,NA,NA
2844,2019-06-30,139.166.666.666.667,173.875,745.208.333.333.333,1.007.825,337.125,2.594.375,30.5,21.6,0,201,140214,143.352.304.334.803,NA,05.04,39.67,47.21,NA,NA
2845,2019-07-01,1.875,160.104.166.666.667,75.75,10.075.625,336.291.666.666.667,25.25,28,21.6,0,1135,663259,171.124.703.924.108,NA,3.83,28.96,34.75,NA,NA
2846,2019-07-02,158.958.333.333.333,171.25,674.583.333.333.333,100.627.291.666.667,331.791.666.666.667,2.636.875,30.3,22.5,0,953,583397,163.353.599.692.834,NA,04.08,33.46,39.54,NA,NA
2847,2019-07-03,149.166.666.666.667,202.354.166.666.667,62.625,1.005.175,3.265.625,270.416.666.666.667,31.3,22.5,0,920,555125,165.728.439.540.644,NA,10,48.87,63.78,NA,NA
2848,2019-07-04,175.625,146.354.166.666.667,61.25,100.686.666.666.667,329.666.666.666.667,268.208.333.333.333,30.2,22.9,0,900,535629,168.026.749.858.577,NA,3.88,34.42,40.5,NA,NA
2849,2019-07-05,203.333.333.333.333,234.25,618.125,100.630.416.666.667,333.291.666.666.667,2.721.875,32.4,21.9,0,834,481163,173.330.035.767.505,NA,5.71,35.21,44.04,NA,NA
2850,2019-07-06,205.625,230.5,758.125,100.304.791.666.667,3.034.375,266.166.666.666.667,30.1,22.9,1.4,251,166402,150.839.533.178.688,NA,1.88,17.33,20.17,NA,NA
2851,2019-07-07,199.791.666.666.667,161,749.166.666.666.667,100.276.875,2.491.875,267.958.333.333.333,30,23.3,0.8,200,124951,160.062.744.595.882,NA,2.25,19.75,23.08,NA,NA
2852,2019-07-08,209.375,1.956.875,625.833.333.333.333,100.328.125,904.583.333.333.333,258.208.333.333.333,30.2,22.4,4.1,1166,648318,179.850.011.876.888,NA,8.75,44.21,57.62,NA,NA
2853,2019-07-09,271.875,180.729.166.666.667,583.541.666.666.667,100.183.125,2.480.625,2.590.625,29.7,21.7,0,907,530432,170.992.700.289.575,NA,2.71,24.5,28.88,NA,NA
2854,2019-07-10,216.041.666.666.667,237.5,57,100.444.791.666.667,3.426.875,257.916.666.666.667,30.6,20.9,0,933,541791,1.722.066.258.022,NA,2.79,19,23.12,NA,NA
2855,2019-07-11,231.666.666.666.667,221.645.833.333.333,59.75,100.429.375,341.125,263.625,31.2,20.5,0,811,464298,174.672.300.979.113,NA,5.54,36.79,45.17,NA,NA
2856,2019-07-12,211.041.666.666.667,219.729.166.666.667,711.041.666.666.667,1005.65,332.458.333.333.333,261.833.333.333.333,30,22.1,0,836,479977,174.175.012.552.685,NA,2.75,20.71,24.79,NA,NA
2857,2019-07-13,170.833.333.333.333,221.208.333.333.333,630.833.333.333.333,100.494.375,311.625,2.640.625,30.7,21.9,0,284,190397,149.162.014.107.365,NA,2.75,31.46,36,NA,NA
2858,2019-07-14,1.85,172.291.666.666.667,614.166.666.666.667,100.167.708.333.333,205.395.833.333.333,248.729.166.666.667,27.5,22.7,1.7,192,124665,154.012.754.181.206,NA,2.17,23.38,26.67,NA,NA
2859,2019-07-15,240.416.666.666.667,189.791.666.666.667,651.458.333.333.333,100.215.833.333.333,326.895.833.333.333,250.708.333.333.333,28.1,22.2,0,1125,630670,178.381.721.026.844,NA,2.7,19.26,23.48,NA,NA
2860,2019-07-16,279.583.333.333.333,249.125,573.958.333.333.333,1.006.075,343.625,2.605.625,29.6,22.1,0,980,577195,169.786.640.563.414,NA,2.92,21.08,25.08,NA,NA
2861,2019-07-17,207.291.666.666.667,229.145.833.333.333,712.083.333.333.333,100.478.333.333.333,224.020.833.333.333,246.083.333.333.333,30,19.9,1.6,937,551570,169.878.709.864.568,NA,2.42,20.79,24.54,NA,NA
2862,2019-07-18,199.375,188.166.666.666.667,644.375,100.520.208.333.333,311.604.166.666.667,253.291.666.666.667,29.3,21.2,0,915,548642,16.677.542.003.711,NA,2.83,25.29,29.71,NA,NA
2863,2019-07-19,166.875,178.104.166.666.667,753.958.333.333.333,10.067.625,208.25,252.104.166.666.667,29,21.5,0,800,461598,173.310.976.217.401,NA,03.04,24.79,29.67,NA,NA
2864,2019-07-20,174.375,191.625,717.291.666.666.667,100.728.125,318.375,264.166.666.666.667,30.2,21.9,0,272,192505,141.295.031.297.888,NA,2.79,24.25,28.42,NA,NA
2865,2019-07-21,1.575,163.979.166.666.667,693.333.333.333.333,101.107.708.333.333,315.875,261.916.666.666.667,31.1,22.3,0,190,128171,14.823.946.134.461,NA,2.42,23.92,27.5,NA,NA
2866,2019-07-22,137.291.666.666.667,183.25,637.083.333.333.333,10.114.125,315.979.166.666.667,274.041.666.666.667,32.5,22.2,0,1120,649123,172.540.489.244.719,NA,12.42,55.92,75.17,NA,NA
2867,2019-07-23,170.416.666.666.667,2.065.625,564.166.666.666.667,100.790.416.666.667,321.333.333.333.333,280.979.166.666.667,33.3,22.7,0,868,512852,169.249.608.074.064,NA,5.92,39.17,48.33,NA,NA
2868,2019-07-24,153.125,171.833.333.333.333,704.166.666.666.667,100.659.375,315.791.666.666.667,272.729.166.666.667,32,22.6,0,902,553361,163.003.897.997.871,NA,3.67,26.29,31.71,NA,NA
2869,2019-07-25,149.375,196.395.833.333.333,712.708.333.333.333,100.499.166.666.667,317.5,272.895.833.333.333,31,23,0,724,433630,166.962.617.900.053,NA,6.54,31.79,41.88,NA,NA
2870,2019-07-26,183.333.333.333.333,161.645.833.333.333,543.541.666.666.667,100.110.625,2.696.875,280.666.666.666.667,32.7,23.3,0,766,448385,170.835.331.244.355,NA,8.61,34.43,47.87,NA,NA
2871,2019-07-27,2.175,978.541.666.666.667,804.791.666.666.667,995.864.583.333.333,140.583.333.333.333,236.604.166.666.667,26,18,34.6,234,159470,146.736.063.209.381,NA,2.25,18.25,21.75,NA,NA
2872,2019-07-28,253.541.666.666.667,2.313.125,566.458.333.333.333,999.441.666.666.667,337.854.166.666.667,232.875,27.5,18.6,0,188,127619,14.731.348.780.354,NA,2.21,12.46,15.88,NA,NA
2873,2019-07-29,185.833.333.333.333,1.995.625,736.666.666.666.667,100.122.916.666.667,3.268.125,250.479.166.666.667,28.8,20.1,0,1058,600565,176.167.442.325.144,NA,5,25.12,32.5,NA,NA
2874,2019-07-30,198.541.666.666.667,182.979.166.666.667,730.833.333.333.333,10.052.625,255.666.666.666.667,258.625,29.2,23,0,845,520869,162.228.890.565.574,NA,2.67,17.17,21.33,NA,NA
2875,2019-07-31,172.708.333.333.333,173.895.833.333.333,667.291.666.666.667,100.769.166.666.667,274.645.833.333.333,243.833.333.333.333,26.5,22.2,0,833,485312,171.642.160.094.949,NA,2.46,18.04,21.75,NA,NA
2876,2019-08-01,266.666.666.666.667,101.333.333.333.333,51.625,10.042.375,297.583.333.333.333,2.539.375,29.3,21.3,0,803,494974,162.230.743.432.988,NA,2,19.71,22.92,NA,NA
2877,2019-08-02,198.125,248.104.166.666.667,49.125,100.506.666.666.667,317.770.833.333.333,26.425,32,21.4,0,750,460085,163.013.356.227.654,NA,2.75,24.04,28.17,NA,NA
2878,2019-08-03,198.125,204.416.666.666.667,545.416.666.666.667,100.506.041.666.667,315.104.166.666.667,267.520.833.333.333,30.8,22.7,0,284,203064,139.857.384.863.885,NA,2.54,21.79,25.83,NA,NA
2879,2019-08-04,176.875,242.791.666.666.667,637.916.666.666.667,1004.9,308.541.666.666.667,267.541.666.666.667,30.8,22.2,0,240,157529,152.352.900.100.934,NA,1.83,16.67,19.42,NA,NA
2880,2019-08-05,143.125,177.645.833.333.333,522.291.666.666.667,100.482.708.333.333,3.068.125,278.208.333.333.333,32.8,22.7,0,981,580118,169.103.527.213.429,NA,4.21,36.92,43.33,NA,NA
2881,2019-08-06,184.583.333.333.333,117.75,750.625,1.002.525,2.800.625,269.291.666.666.667,30.9,24.3,0,791,485872,162.800.079.033.161,NA,2.5,20.71,24.54,NA,NA
2882,2019-08-07,2.0125,138.708.333.333.333,784.583.333.333.333,10.016.625,193.104.166.666.667,262.625,28.9,24.5,0,678,425991,159.158.292.076.593,NA,2.5,18.46,21.92,NA,NA
2883,2019-08-08,1.95,2.346.875,739.583.333.333.333,10.024.375,287.958.333.333.333,274.916.666.666.667,30.5,23.7,0,643,402530,159.739.646.734.405,NA,2.67,19.04,23.12,NA,NA
2884,2019-08-09,178.541.666.666.667,2.464.375,74.875,100.241.458.333.333,306.833.333.333.333,278.770.833.333.333,32,23.8,0,663,403306,164.391.305.857.091,NA,3.42,23.29,28.38,NA,NA
2885,2019-08-10,234.375,111.541.666.666.667,742.291.666.666.667,100.636.875,289.916.666.666.667,273.458.333.333.333,31.1,25.3,0,314,221900,141.505.182.514.646,NA,2.5,16.38,19.96,NA,NA
2886,2019-08-11,225.833.333.333.333,158.166.666.666.667,705.208.333.333.333,100.428.333.333.333,281.479.166.666.667,2.695.625,30.5,24,0,163,98775,165.021.513.540.876,NA,02.08,9.54,12.75,NA,NA
2887,2019-08-12,2.2375,228.333.333.333.333,70.375,1006.15,235.541.666.666.667,243.645.833.333.333,28.1,20.3,19.8,961,539919,177.989.661.412.175,NA,1.17,4.21,06.04,NA,NA
2888,2019-08-13,312.916.666.666.667,252.041.666.666.667,55.625,100.860.416.666.667,293.833.333.333.333,232.916.666.666.667,26.9,19.7,0,839,508188,165.096.381.654.034,NA,01.04,04.04,5.33,NA,NA
2889,2019-08-14,189.166.666.666.667,136.833.333.333.333,68.5,100.868.125,2.976.875,240.083.333.333.333,27.3,20.6,0,728,453208,160.632.645.496.108,NA,1.96,7,9.91,NA,NA
2890,2019-08-15,194.166.666.666.667,163.666.666.666.667,766.875,100.887.916.666.667,2.410.625,253.520.833.333.333,29.2,21.7,0,217,150035,14.463.291.898.557,NA,3.29,12.92,17.88,NA,NA
2891,2019-08-16,182.083.333.333.333,171.791.666.666.667,828.958.333.333.333,100.829.375,147.666.666.666.667,240.625,28.2,21.7,4.5,687,439138,156.442.849.400.416,NA,02.04,7.33,10,NA,NA
2892,2019-08-17,209.791.666.666.667,247.729.166.666.667,775.625,100.602.083.333.333,2.966.875,256.916.666.666.667,29.2,21.8,0,258,168272,153.323.191.024.056,NA,1.79,5.67,7.79,NA,NA
2893,2019-08-18,192.708.333.333.333,209.145.833.333.333,795.208.333.333.333,100.350.416.666.667,284.645.833.333.333,2.625.625,30,22.3,0,234,155019,150.949.238.480.444,NA,1.96,9.5,11.62,NA,NA
2894,2019-08-19,370.625,85.25,738.958.333.333.333,100.661.458.333.333,237.145.833.333.333,253.375,27.7,24,0,975,585482,166.529.457.780.085,NA,1.96,3.71,5.79,NA,NA
2895,2019-08-20,268.333.333.333.333,159.333.333.333.333,59.875,100.946.666.666.667,162.270.833.333.333,248.666.666.666.667,27.5,22.5,0,799,487938,163.750.312.539.708,NA,1.71,6.46,8.54,NA,NA
2896,2019-08-21,2.2,2.429.375,66.875,10.101.125,2.723.125,243.479.166.666.667,28.4,19.7,0,684,414101,165.177.094.476.951,NA,1.71,06.04,8.58,NA,NA
2897,2019-08-22,189.791.666.666.667,223.541.666.666.667,64,10.101.375,283.229.166.666.667,256.854.166.666.667,29.5,21.8,0,755,475628,158.737.500.735.869,NA,2.54,9.29,12.88,NA,NA
2898,2019-08-23,1.375,182.395.833.333.333,618.125,101.015.208.333.333,2.771.875,249.791.666.666.667,28.6,20.7,0,706,449886,156.928.644.145.406,NA,3.38,26.21,31,NA,NA
2899,2019-08-24,146.458.333.333.333,206.375,645.208.333.333.333,1009.15,278.145.833.333.333,258.145.833.333.333,30.5,21.1,0,290,196377,147.675.135.071.826,NA,9.83,37.04,51.67,NA,NA
2900,2019-08-25,166.041.666.666.667,250.083.333.333.333,659.583.333.333.333,100.788.125,281.875,259.645.833.333.333,30.5,21.6,0,215,145521,14.774.499.900.358,NA,02.04,9.42,12.5,NA,NA
2901,2019-08-26,1.4,204.25,63.5,100.716.875,233.020.833.333.333,255.541.666.666.667,31.4,21,0,999,615255,162.371.699.539.215,NA,8.17,27.62,40.08,NA,NA
2902,2019-08-27,157.083.333.333.333,153.520.833.333.333,793.333.333.333.333,100.669.583.333.333,791.666.666.666.667,235.229.166.666.667,25.4,19.8,24.9,779,480845,162.006.467.780.678,NA,2.71,19.5,23.67,NA,NA
2903,2019-08-28,147.291.666.666.667,206.979.166.666.667,69.375,100.727.291.666.667,263.520.833.333.333,25.125,29.1,21.3,0,782,477706,163.699.011.525.918,NA,04.08,19.21,25.62,NA,NA
