,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_totals,poblacio_total,incidencia_1000,co,h2s,no,no2,nox,o3,pm10,pm2.5,so2
122,2012-01-16,2.2375,451.666.666.666.667,69.5,101.170.416.666.667,47.375,104.208.333.333.333,11.8,8.6,0.2,1574,831792,189.229.999.807.644,0.81,NA,49.9,77.9,153.62,13.14,27.75,NA,2
123,2012-01-17,207.083.333.333.333,977.916.666.666.667,682.916.666.666.667,1.022.625,118.291.666.666.667,120.333.333.333.333,14.2,10.3,0.2,1272,684577,185.808.170.592.935,0.87,NA,53,76.71,157.38,23.29,27.21,NA,01.08
124,2012-01-18,1.6375,230.958.333.333.333,612.083.333.333.333,102.842.916.666.667,111.375,10.625,12.9,8.3,0,1195,679011,175.991.257.873.584,0.73,NA,57.5,75.71,163.12,9.38,34.82,NA,1.67
125,2012-01-19,231.666.666.666.667,279.416.666.666.667,570.833.333.333.333,102.992.916.666.667,110.541.666.666.667,111.583.333.333.333,14.8,7.9,0,1090,633705,172.004.323.778.414,0.67,NA,46.58,66.96,137.88,10.71,31.42,NA,1.25
126,2012-01-20,1.4375,217,604.166.666.666.667,10.240.875,110.041.666.666.667,126.583.333.333.333,16.4,9.9,0,1107,587070,18.856.354.438.142,0.88,NA,84.38,77.29,205.96,10.38,36.54,NA,2.75
127,2012-01-21,133.333.333.333.333,211.791.666.666.667,571.666.666.666.667,1.021.075,115.583.333.333.333,128.666.666.666.667,15.8,10,0,200,129335,154.637.182.510.535,0.63,NA,56.75,71.42,157.83,12.58,26.5,NA,1.33
128,2012-01-22,147.083.333.333.333,220.25,628.333.333.333.333,101.647.083.333.333,119.583.333.333.333,13.325,17.4,10.6,0,126,88890,141.748.228.147.148,0.54,NA,38.08,55,112.88,16.5,20.96,NA,1.29
129,2012-01-23,103.333.333.333.333,193.333.333.333.333,61.5,1.013.525,110.166.666.666.667,132.458.333.333.333,15.9,10.9,0,1791,892757,200.614.500.922.423,0.87,NA,80.25,71.42,193.42,11.54,29.62,NA,4.12
130,2012-01-24,142.083.333.333.333,212.166.666.666.667,65.25,10.174.875,102.375,12.1875,14.8,10.5,0,1312,686578,191.092.636.233.611,0.65,NA,51.17,68.08,145.79,8.42,26,NA,1.17
131,2012-01-25,134.166.666.666.667,251.166.666.666.667,62.875,101.550.416.666.667,123.333.333.333.333,119.541.666.666.667,15.8,9.1,0,1345,736498,182.620.998.291.917,0.66,NA,55.14,72.48,156.24,10.19,29.95,NA,1.48
132,2012-01-26,107.916.666.666.667,114.625,69.375,101.380.416.666.667,110.75,113.416.666.666.667,13.8,7.9,0,1345,741333,181.429.937.693.317,1.35,NA,148.33,111.12,337.5,5.42,47.62,NA,5.71
133,2012-01-27,153.333.333.333.333,561.666.666.666.667,646.666.666.666.667,101.734.583.333.333,559.166.666.666.667,11.8375,13,10.7,0,1182,593431,199.180.696.660.606,01.02,NA,82.71,91.62,217.62,9.88,34.17,NA,01.04
134,2012-01-28,1.3125,148.875,762.916.666.666.667,10.186.125,16.75,973.333.333.333.333,10.9,8.1,3,258,169549,152.168.399.695.663,0.57,NA,51.04,63,140.54,6.17,25.58,NA,1.5
135,2012-01-29,1.6375,199.125,585.833.333.333.333,101.379.166.666.667,930.416.666.666.667,8.2625,10.3,6.3,0,145,99723,145.402.765.660.881,0.34,NA,23.96,48.46,84.75,24.29,12.29,NA,01.08
136,2012-01-30,151.666.666.666.667,271.666.666.666.667,399.583.333.333.333,101.711.666.666.667,137.083.333.333.333,888.333.333.333.333,12.3,5.7,0,1962,964805,203.357.155.072.787,0.4,NA,35.16,60.26,113.68,14.5,20,NA,1.3
137,2012-01-31,222.916.666.666.667,256.041.666.666.667,459.166.666.666.667,101.319.583.333.333,728.333.333.333.333,9.075,12.1,6.6,0,1577,857475,183.912.067.407.213,0.71,NA,60.21,64.12,155.83,15.79,27.33,NA,1.29
138,2012-02-01,1.65,105.416.666.666.667,78.75,100.873.333.333.333,154.166.666.666.667,7.3375,8.5,4.6,8,1441,809233,178.069.851.328.357,0.87,NA,94.83,88.08,232.88,5.88,27.08,NA,1.25
139,2012-02-02,166.666.666.666.667,168.708.333.333.333,758.333.333.333.333,100.795.416.666.667,366.666.666.666.667,379.583.333.333.333,5.2,2.2,2.9,1203,697658,172.434.057.948.164,0.75,NA,60.46,65.79,157.92,10.25,27.26,NA,1
140,2012-02-03,2.25,270.666.666.666.667,46,1.013.475,134.666.666.666.667,3.325,5.7,1.2,0,1225,657480,186.317.454.523.332,0.5,NA,33.21,55.88,106.21,20.58,31.61,NA,1
141,2012-02-04,299.166.666.666.667,257.208.333.333.333,229.166.666.666.667,10.185.875,152.833.333.333.333,349.166.666.666.667,7.6,0.7,0,281,185417,151.550.289.347.794,0.3,NA,26.29,49.96,89.75,39.58,17.79,NA,1.29
142,2012-02-05,1.7875,205.708.333.333.333,41.5,101.870.833.333.333,60.75,412.083.333.333.333,7,1.7,0,96,69660,137.812.230.835.487,0.37,NA,25.08,53.92,91.96,30.62,18.12,NA,1.21
143,2012-02-06,178.333.333.333.333,203.666.666.666.667,404.583.333.333.333,101.580.416.666.667,148.791.666.666.667,754.583.333.333.333,13.6,2.2,0,2536,1281926,197.827.331.686.852,0.83,NA,88.71,79.42,214.58,16.5,27.17,NA,2.67
144,2012-02-07,2.5125,230.916.666.666.667,167.083.333.333.333,10.109.625,158.083.333.333.333,833.333.333.333.333,13.2,5.6,0,2017,1063775,189.607.764.799.887,0.57,NA,42.25,69.62,134.08,29.62,21.92,NA,01.04
145,2012-02-08,1.8,238.291.666.666.667,22.375,10.175.875,111.5,562.916.666.666.667,8.6,3.1,0,1845,1029534,179.207.291.842.717,0.58,NA,39.33,64.12,123.75,25.58,26.58,NA,1.25
146,2012-02-09,231.666.666.666.667,295.291.666.666.667,35.25,102.027.083.333.333,152.583.333.333.333,675.833.333.333.333,11.4,2.1,0,1815,992074,182.950.062.192.941,0.59,NA,21.83,47.67,80.46,27.12,30.17,NA,1.29
147,2012-02-10,2,216.375,453.333.333.333.333,101.457.083.333.333,146.541.666.666.667,818.333.333.333.333,11,5.3,0,1664,906624,183.538.048.849.358,0.61,NA,36.17,62.21,117.04,24.84,39.04,NA,1.42
148,2012-02-11,262.083.333.333.333,226.708.333.333.333,320.833.333.333.333,101.395.416.666.667,162.958.333.333.333,602.916.666.666.667,9.2,2.8,0,348,244670,142.232.394.654.024,0.43,NA,26.62,52.42,92.67,36.86,24.58,NA,1.21
149,2012-02-12,162.083.333.333.333,185.833.333.333.333,46.125,101.626.666.666.667,156,435.833.333.333.333,6,2.2,0.2,197,129509,152.112.980.565.057,0.41,NA,21.5,50.04,82.38,38.06,21.88,NA,1.54
150,2012-02-13,2.1625,225.625,367.083.333.333.333,101.695.416.666.667,159.708.333.333.333,6.1125,9.8,1.8,0,3017,1459167,206.761.803.138.366,0.64,NA,48.42,74.88,148.33,28.5,27.42,NA,1.58
151,2012-02-14,150.833.333.333.333,208.541.666.666.667,50.625,1.013.725,109,8.2125,10.7,6,1.6,2169,1118082,193.992.927.173.499,0.71,NA,44.32,75.32,142.91,21.5,25.42,NA,1
152,2012-02-15,220.833.333.333.333,229.625,47.5,101.716.666.666.667,169.291.666.666.667,966.666.666.666.667,15,5.2,0,2094,1115618,187.698.656.708.658,0.67,NA,39.29,66.33,126.21,20.42,23.5,NA,1.12
153,2012-02-16,197.916.666.666.667,187.833.333.333.333,509.583.333.333.333,10.157.375,169.166.666.666.667,11.425,15.6,7.3,0,1935,1086075,178.164.491.402.527,0.68,NA,41.92,73.96,137.71,19.79,26.88,NA,1.29
154,2012-02-17,162.083.333.333.333,139.833.333.333.333,684.166.666.666.667,101.969.166.666.667,949.583.333.333.333,111.583.333.333.333,12.6,10.1,0,1854,1007891,183.948.462.680.984,0.83,NA,56.58,79.62,165.58,17.33,37.09,NA,1.46
155,2012-02-18,2.2125,266.208.333.333.333,60.875,101.702.083.333.333,165.916.666.666.667,10.8375,13.9,8,0,406,277287,14.641.869.254.599,0.56,NA,20.67,58.08,89.33,27,29.71,NA,1.25
156,2012-02-19,108.333.333.333.333,777.083.333.333.333,71.125,1017,60.125,103.333.333.333.333,11.9,8.6,0,205,149234,137.368.160.070.761,0.59,NA,26.12,64.04,103.75,23.79,29.5,NA,1.92
157,2012-02-20,2.0375,176.75,497.916.666.666.667,102.013.333.333.333,174.25,101.791.666.666.667,12.1,7,0,2997,1507773,198.769.973.994.759,0.68,NA,38.92,66.08,125.42,23.58,27.79,NA,1.75
158,2012-02-21,141.666.666.666.667,151.041.666.666.667,48,102.329.583.333.333,173.833.333.333.333,9.025,11.7,6.2,0,2173,1167470,186.128.979.759.651,0.63,NA,47.04,78.04,149.58,22.54,31.96,NA,1.5
159,2012-02-22,127.083.333.333.333,175.916.666.666.667,400.833.333.333.333,102.170.833.333.333,176.125,10.825,14.7,6.8,0,2071,1160031,17.852.971.170.598,0.99,NA,116.92,108.12,286.46,11.83,52.75,NA,4.21
160,2012-02-23,167.083.333.333.333,244.041.666.666.667,245.416.666.666.667,102.162.916.666.667,183.5,141.375,19.4,9.2,0,1976,1109376,17.811.814.930.195,0.6,NA,64.96,85.83,184.79,20.71,46.62,NA,1.25
161,2012-02-24,1.125,140.458.333.333.333,52.125,102.232.083.333.333,171,133.333.333.333.333,16,10.9,0,1692,908728,186.194.328.776.047,1.34,NA,177.5,124.58,395.71,8.67,69.21,NA,6.75
162,2012-02-25,105.416.666.666.667,176.416.666.666.667,59.625,101.755.416.666.667,166.333.333.333.333,125.666.666.666.667,14.8,8.9,0,340,249773,136.123.600.229.008,0.92,NA,94.79,102.38,247.21,13.42,52.5,NA,3.92
163,2012-02-26,119.583.333.333.333,136.416.666.666.667,619.166.666.666.667,101.284.166.666.667,177.708.333.333.333,14.125,17.5,10.6,0,172,117776,146.039.940.225.513,0.94,NA,90.54,100.08,238.04,17.17,62.88,NA,6.46
164,2012-02-27,226.666.666.666.667,236.583.333.333.333,70.5,101.854.583.333.333,140.708.333.333.333,133.583.333.333.333,15.4,11.8,0,2713,1448334,187.318.670.969.542,0.57,NA,21.14,61.33,93,27.05,26.8,NA,1.18
165,2012-02-28,144.583.333.333.333,158.833.333.333.333,749.166.666.666.667,101.955.833.333.333,162.291.666.666.667,121.541.666.666.667,13.9,9.8,0,1971,1130090,174.410.887.628.419,0.83,NA,63.08,87.46,183.54,19.54,38.62,NA,3.5
166,2012-02-29,124.166.666.666.667,180.5,72,101.785.416.666.667,185.458.333.333.333,128.541.666.666.667,16.2,9.6,0,1668,962123,173.366.606.972.289,0.8,NA,87.29,101.29,234.33,15.21,47.12,NA,4
167,2012-03-01,1.175,207.416.666.666.667,697.083.333.333.333,101.904.583.333.333,184.875,13.225,17.5,9.8,0,1559,907779,1.717.378.348.695,0.86,NA,106.42,101.42,263.75,17.92,61.73,NA,2.58
168,2012-03-02,203.333.333.333.333,245.083.333.333.333,69,10.215.125,198,128.666.666.666.667,16.5,9.7,0,1367,748282,182.685.137.421.453,0.59,NA,39.71,76.83,137.17,31.79,41.88,NA,01.08
169,2012-03-03,189.166.666.666.667,208.541.666.666.667,72.875,102.097.083.333.333,173.833.333.333.333,132.791.666.666.667,14.9,11.5,0,243,168825,143.936.028.431.808,0.51,NA,20.38,61.67,92.25,42.33,36.46,NA,1.12
170,2012-03-04,1.5,196.791.666.666.667,61.375,1.016.975,129.083.333.333.333,145.125,18,11.3,0,113,85565,132.063.343.656.869,0.66,NA,48.71,74.29,148.38,21,40.21,NA,2.83
171,2012-03-05,301.666.666.666.667,191.416.666.666.667,52.25,101.806.666.666.667,208.708.333.333.333,128.708.333.333.333,16.2,10.5,0,2005,1094506,183.187.666.399.271,0.53,NA,28.14,52.59,95.32,38.92,29.25,NA,1.17
172,2012-03-06,211.666.666.666.667,190.333.333.333.333,389.166.666.666.667,10.175.375,176.791.666.666.667,11.4375,14.2,8.5,0,1372,797854,171.961.286.150.098,0.43,NA,23.42,46.67,81.75,44.75,23.21,NA,01.08
173,2012-03-07,212.083.333.333.333,230.708.333.333.333,457.083.333.333.333,10.213.125,202.5,118.833.333.333.333,14.7,8.8,0,1417,821040,172.585.988.502.387,0.43,NA,29.25,62.08,106.5,37.04,31.12,NA,1.67
174,2012-03-08,187.916.666.666.667,186.916.666.666.667,51,101.887.916.666.667,206.958.333.333.333,123.208.333.333.333,15.6,9.3,0,1140,657730,173.323.400.179.405,0.51,NA,32.04,62.08,110.75,38.5,33.04,NA,1.54
175,2012-03-09,192.916.666.666.667,113.375,408.333.333.333.333,1025.15,208.75,12.5875,15.5,8.5,0,1169,673820,173.488.468.730.522,0.7,NA,58.62,76.25,165.58,26.04,37.46,NA,1.33
176,2012-03-10,165.833.333.333.333,165.958.333.333.333,47.375,102.519.583.333.333,207.708.333.333.333,12.8625,17.5,8.7,0,250,184184,135.733.831.386.005,0.42,NA,20.96,56.54,88.33,48.42,35.75,NA,01.08
177,2012-03-11,1.2875,135.625,584.166.666.666.667,101.952.916.666.667,212.875,13.825,18.6,9.8,0,106,78537,134.968.231.534.181,0.53,NA,21.88,57.75,90.79,42.25,36.42,NA,1.42
178,2012-03-12,176.666.666.666.667,213.666.666.666.667,507.083.333.333.333,101.947.916.666.667,212.375,149.833.333.333.333,19.3,10.8,0,1750,964213,181.495.167.561.524,0.68,NA,38.88,77.42,136.58,22.08,47.38,NA,2.54
179,2012-03-13,107.391.304.347.826,161.173.913.043.478,610.833.333.333.333,101.985.833.333.333,218.041.666.666.667,14.425,18.8,11.3,0,1291,725053,178.055.949.013.382,01.04,NA,107.54,103.25,267.25,10.62,63.67,NA,5.71
180,2012-03-14,1.0375,134.916.666.666.667,696.666.666.666.667,10.215.375,218.625,14.15,18.7,11.4,0,1265,714820,176.967.628.214.096,1.47,NA,143.43,117.52,336.57,15.52,68.45,NA,2.62
181,2012-03-15,151.666.666.666.667,134.25,842.916.666.666.667,102.380.833.333.333,208.416.666.666.667,11.275,12.6,9,0,1162,670620,173.272.494.109.928,01.01,NA,67.12,102.79,204.96,23.12,48.46,NA,3.38
182,2012-03-16,154.166.666.666.667,114.333.333.333.333,71.875,102.202.916.666.667,227.875,12.9625,15.6,9.7,0,1012,598030,169.222.279.818.738,0.94,NA,90.04,99.42,237.04,22.08,46.62,NA,3.67
183,2012-03-17,1.75,173.875,681.666.666.666.667,1.018.025,226.625,13.825,16.6,11,0,203,153606,132.156.295.978.022,0.46,NA,14.04,47.25,68.54,56.79,34.29,NA,01.08
184,2012-03-18,2.4375,216.458.333.333.333,53.875,101.670.416.666.667,235.75,155.166.666.666.667,20.7,11.9,0,109,79197,137.631.475.939.745,0.33,NA,10.33,29.83,45.21,60.08,31.33,NA,01.04
185,2012-03-19,2.0875,202.458.333.333.333,559.583.333.333.333,102.377.916.666.667,225.5,12.2875,13.8,10.7,0,1590,858821,185.137.531.569.442,0.45,NA,26.58,48.42,88.83,46.5,24.79,NA,1.33
186,2012-03-20,382.916.666.666.667,537.083.333.333.333,539.166.666.666.667,10.237.125,184.041.666.666.667,121.041.666.666.667,15.4,9.4,0,1200,671413,178.727.549.213.375,0.58,NA,36.75,51.12,107.12,41.29,38.38,NA,1
187,2012-03-21,4.4375,77,83.625,101.940.833.333.333,152.083.333.333.333,130.166.666.666.667,13.5,12.1,21.5,1036,631591,164.030.203.090.291,0.59,NA,29.54,48.21,93,45.75,39.46,NA,1
188,2012-03-22,165.833.333.333.333,193.791.666.666.667,794.583.333.333.333,101.892.083.333.333,135.708.333.333.333,124.708.333.333.333,15.1,10.6,10.3,1030,580958,177.293.367.162.514,0.72,NA,37.62,75.79,133.08,32.29,23.83,NA,1.21
189,2012-03-23,136.666.666.666.667,140.041.666.666.667,717.916.666.666.667,101.957.916.666.667,238.708.333.333.333,130.708.333.333.333,15.3,9.9,0,948,529206,179.136.290.971.758,0.76,NA,48.29,86.46,159.71,25.75,31.96,NA,1.75
190,2012-03-24,1.1125,123.75,657.083.333.333.333,101.932.083.333.333,242.708.333.333.333,141.416.666.666.667,16.4,10.5,0,234,153578,152.365.573.194.077,0.53,NA,36.75,72.83,128.25,31.92,37.38,NA,2.25
191,2012-03-25,129.166.666.666.667,206.208.333.333.333,564.166.666.666.667,101.979.166.666.667,245.666.666.666.667,16.625,21.4,12.2,0,141,108750,129.655.172.413.793,0.65,NA,62.5,65.32,160.64,37.09,47.73,NA,2.95
192,2012-03-26,175.833.333.333.333,916.666.666.666.667,60.75,102.154.583.333.333,231.25,152.875,16.5,13.3,0,1442,769545,187.383.453.859.099,0.92,NA,65.59,95.32,194.91,26.09,47.75,NA,2.77
193,2012-03-27,119.583.333.333.333,92.5,46.625,102.209.583.333.333,234.583.333.333.333,166.125,19.1,13.7,0,1200,685316,175.101.704.906.933,0.94,NA,60.79,111.33,203.71,34.71,56.32,NA,3.67
194,2012-03-28,114.583.333.333.333,162.791.666.666.667,48,102.033.333.333.333,249.416.666.666.667,169.875,21,13.5,0,1109,613812,180.674.212.951.197,01.06,NA,96.5,130.46,277.79,21.12,62.42,NA,6.92
195,2012-03-29,132.083.333.333.333,170,525.416.666.666.667,101.565.833.333.333,250.916.666.666.667,164.541.666.666.667,20.7,12.5,0,612,366718,166.885.726.907.324,0.85,NA,50.58,101.25,178.38,33.17,53.04,NA,4.54
196,2012-03-30,1.6875,185.125,459.166.666.666.667,100.906.666.666.667,252.041.666.666.667,188.625,24.7,14.2,0,964,533651,180.642.404.867.601,0.97,NA,104.33,112.04,270.71,38.96,60.17,NA,6.12
197,2012-03-31,136.666.666.666.667,118.125,62.5,100.595.833.333.333,253.291.666.666.667,169.291.666.666.667,19.4,14.3,0,276,185506,14.878.224.963.074,0.66,NA,30.58,81.29,127.62,41.38,42.88,NA,1.92
198,2012-04-01,125.833.333.333.333,160.791.666.666.667,567.083.333.333.333,10.040.625,255.583.333.333.333,173.291.666.666.667,20.8,14.7,0,133,103886,128.024.950.426.429,0.63,NA,34.46,75.58,128,40.58,38.25,NA,3.79
199,2012-04-02,164.166.666.666.667,106.333.333.333.333,711.666.666.666.667,10.042.875,234.25,153.458.333.333.333,17.9,13.8,0,1297,678890,191.047.150.495.662,0.75,NA,34.58,75.46,127.96,37.79,35.54,NA,2.5
200,2012-04-03,166.666.666.666.667,710.833.333.333.333,852.916.666.666.667,100.259.166.666.667,815.833.333.333.333,145.375,15.9,13.5,8.7,957,549402,174.189.391.374.622,0.81,NA,47.83,78.75,151.5,30.17,30.42,NA,1.33
201,2012-04-04,2.0375,87.875,859.583.333.333.333,1.002.475,60.5,134.291.666.666.667,14.5,12,40.1,791,455181,173.777.024.963.696,0.56,NA,43.33,68.33,134.29,31.88,18.96,NA,1
202,2012-04-05,203.333.333.333.333,686.666.666.666.667,764.583.333.333.333,10.041.125,880.416.666.666.667,136.416.666.666.667,14.6,12.4,4.5,777,429933,180.725.834.025.302,0.46,NA,33.54,63.12,113.96,30.25,20.83,NA,1
203,2012-04-06,210.833.333.333.333,164.5,737.083.333.333.333,100.406.666.666.667,168.291.666.666.667,139.833.333.333.333,17,11.6,2.1,95,65459,145.129.012.053.346,0.41,NA,18.48,43.48,71.35,43.7,19.13,NA,1
204,2012-04-07,2.9625,259.958.333.333.333,485.416.666.666.667,100.450.833.333.333,260.458.333.333.333,13.925,17.9,10.4,0,200,138299,144.614.205.453.402,0.23,NA,5.83,22.42,30.96,69.04,10,NA,1
205,2012-04-08,279.583.333.333.333,165.5,59.375,100.779.583.333.333,278.291.666.666.667,147.541.666.666.667,19.1,11.9,0,129,92898,13.886.197.765.291,0.23,NA,9.92,31.08,45.92,60.92,17.71,NA,1.67
206,2012-04-09,159.166.666.666.667,179.791.666.666.667,66.125,100.829.583.333.333,170.958.333.333.333,14.475,16,13.2,0,109,74338,146.627.565.982.405,0.3,NA,11.12,35.67,52.67,54.67,15.33,NA,1.21
207,2012-04-10,222.916.666.666.667,194.5,720.833.333.333.333,999.704.166.666.666,141.375,145.333.333.333.333,17.3,12.4,0.7,1243,692207,179.570.561.985.071,0.8,NA,44.17,68.83,135.92,36.38,31.45,NA,3.67
208,2012-04-11,280.416.666.666.667,293.291.666.666.667,456.666.666.666.667,100.247.916.666.667,278.333.333.333.333,15.525,20.5,10.7,0,972,571747,17.000.526.456.632,0.41,NA,20,38.38,68.5,52,20.5,NA,1.12
209,2012-04-12,1.8375,161.458.333.333.333,627.083.333.333.333,999.875,847.916.666.666.667,14.55,15.9,13.9,0.3,961,569447,168.760.218.246.825,0.67,NA,46.5,74.75,145.71,24.62,27.33,NA,3.17
210,2012-04-13,225.833.333.333.333,192.166.666.666.667,636.666.666.666.667,998.383.333.333.333,200.875,140.666.666.666.667,17.2,12.2,0.1,854,508476,167.952.863.065.317,0.54,NA,29.82,56.45,101.59,29.77,17.8,NA,1.57
211,2012-04-14,316.666.666.666.667,253,53.875,996.841.666.666.667,210.583.333.333.333,13.1,16.9,9.9,5.1,183,126077,145.149.392.831.365,0.29,NA,13.08,38.12,57.54,NA,11.79,NA,1
212,2012-04-15,2.5125,237.208.333.333.333,556.666.666.666.667,999.6,187.166.666.666.667,12.775,16.3,9.9,0.4,69,46516,148.336.056.410.697,0.36,NA,13.12,38.54,58.25,NA,13.08,NA,1.25
213,2012-04-16,260.833.333.333.333,253.25,427.916.666.666.667,100.662.083.333.333,216.083.333.333.333,137.625,18,11.6,0,1221,680586,179.404.219.305.128,0.43,NA,24.5,51.83,88.58,NA,18.71,NA,1.42
214,2012-04-17,299.166.666.666.667,234.375,40.625,1008.4,303.875,128.833.333.333.333,16.4,9.5,0,952,541592,17.577.807.648.562,0.36,NA,17.42,45.58,71.79,NA,24.88,NA,1.42
215,2012-04-18,199.166.666.666.667,126.541.666.666.667,675.416.666.666.667,999.679.166.666.667,116.958.333.333.333,13.25,15.3,11.8,0.2,961,544108,176.619.347.629.515,0.74,NA,38.46,71.88,130.21,NA,32.33,NA,2.79
216,2012-04-19,3.375,224.208.333.333.333,547.916.666.666.667,994.791.666.666.667,197.208.333.333.333,150.833.333.333.333,19.9,12,0,890,495974,179.444.890.256.344,0.4,NA,14.5,44.25,66,NA,19.45,NA,1
217,2012-04-20,337.083.333.333.333,243.416.666.666.667,488.333.333.333.333,100.130.833.333.333,275.291.666.666.667,160.708.333.333.333,20.5,11.7,0,813,420155,193.500.017.850.555,0.35,NA,15.25,44.96,68.04,NA,22.17,NA,01.04
218,2012-04-21,2.2875,132.125,61.75,1.007.075,268.458.333.333.333,164.708.333.333.333,19.7,13.8,1.1,182,118196,153.981.522.217.334,0.54,NA,22.04,57.46,90.71,NA,24.75,NA,02.08
219,2012-04-22,231.666.666.666.667,123.208.333.333.333,715.416.666.666.667,101.121.666.666.667,136.833.333.333.333,139.791.666.666.667,14.8,13.4,0.1,100,81939,122.042.006.858.761,0.5,NA,17.04,43.33,69.17,NA,22.58,NA,1.88
220,2012-04-23,262.916.666.666.667,201.541.666.666.667,72.5,100.656.666.666.667,207.583.333.333.333,152.875,17.7,13.2,0,1272,658780,193.084.185.919.427,0.59,NA,22.17,47.96,81.38,57,22.64,NA,1.96
221,2012-04-24,312.916.666.666.667,189.708.333.333.333,49,100.557.083.333.333,281.875,151.375,20.2,12.4,0,1099,601885,182.593.020.261.346,0.51,NA,21.83,47.54,80.54,60.17,25.75,NA,1.33
222,2012-04-25,245.416.666.666.667,200.875,759.583.333.333.333,100.526.666.666.667,186.041.666.666.667,152.083.333.333.333,17.9,12.5,0,965,541780,178.116.578.685.075,0.55,NA,22.08,64.17,97.67,45.38,38.79,NA,01.04
223,2012-04-26,180.416.666.666.667,95.375,760.833.333.333.333,10.060.125,297.5,168.041.666.666.667,18.9,14.4,0,881,500407,176.056.689.854.458,0.91,NA,41.09,75.64,138.14,48.18,48,NA,1.82
224,2012-04-27,260.833.333.333.333,645.416.666.666.667,739.583.333.333.333,100.699.583.333.333,113.166.666.666.667,171.125,18.3,16,0,862,460083,187.357.498.538.307,0.95,NA,44.96,82.54,150.79,34.21,67.5,NA,1
225,2012-04-28,393.333.333.333.333,109.083.333.333.333,79.125,100.181.666.666.667,124.833.333.333.333,169.708.333.333.333,18.5,14.5,8.9,223,151100,1.475.843.812.045,0.64,NA,18.54,46.04,74.21,60.58,54.29,NA,1
226,2012-04-29,2.45,188.583.333.333.333,618.333.333.333.333,1.007.775,319.833.333.333.333,158.041.666.666.667,18.7,13.1,0,101,62225,162.314.182.402.571,0.36,NA,10.67,33.08,49.04,68.5,16.46,NA,1.54
227,2012-04-30,329.583.333.333.333,211.375,658.333.333.333.333,100.784.583.333.333,264.458.333.333.333,151.125,17.6,12.8,10,1013,531437,190.615.256.370.934,0.32,NA,14,38.88,59.88,70.33,22.38,NA,1.71
228,2012-05-01,169.166.666.666.667,139.291.666.666.667,660.833.333.333.333,101.202.083.333.333,323.791.666.666.667,154.291.666.666.667,18,12,0,100,75251,13.288.859.948.705,0.35,NA,16,47.71,71.83,53,19.12,NA,1.21
229,2012-05-02,2.4125,222.791.666.666.667,65,101.268.333.333.333,326.833.333.333.333,163.958.333.333.333,21.1,12.8,0,1174,645912,181.758.505.802.648,0.5,NA,24.17,50.25,86.92,51.96,24.75,NA,01.04
230,2012-05-03,278.333.333.333.333,238.416.666.666.667,675.833.333.333.333,100.912.916.666.667,325.166.666.666.667,16.4,19.6,13.4,0,958,515761,18.574.494.775.681,0.5,NA,15.54,48.92,72.29,55.08,28.54,NA,01.08
