,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,no,no2,nox,o3,pm10
539,2013-03-08,479.791.666.666.667,238.541.666.666.667,505.625,955.927.083.333.334,214.25,140.020.833.333.333,18.5,10.8,0,1230,672527,182.892.285.365.495,NA,NA,NA,NA,NA
540,2013-03-09,400.416.666.666.667,253.416.666.666.667,546.041.666.666.667,956.579.166.666.667,209.020.833.333.333,130.541.666.666.667,17.9,9.1,0,295,202308,145.817.268.718.983,NA,NA,NA,NA,NA
541,2013-03-10,4.3125,265.895.833.333.333,468.958.333.333.333,953.845.833.333.333,216.354.166.666.667,128.416.666.666.667,16.5,9.7,0,179,127758,140.108.642.902.988,NA,NA,NA,NA,NA
542,2013-03-11,481.041.666.666.667,276.291.666.666.667,515.625,953.472.916.666.667,195.333.333.333.333,1.088.125,15,7.9,0,1868,966193,193.336.114.006.208,NA,NA,NA,NA,NA
543,2013-03-12,319.791.666.666.667,214.291.666.666.667,605.208.333.333.333,951.829.166.666.667,122.354.166.666.667,965.625,14.3,6.2,0,1356,731026,185.492.718.453.242,NA,NA,NA,NA,NA
544,2013-03-13,493.958.333.333.333,224.583.333.333.333,825.416.666.666.667,949.041.666.666.667,171.041.666.666.667,395.416.666.666.667,6.9,1,33,1140,662324,172.121.197.480.387,NA,NA,NA,NA,NA
545,2013-03-14,495.416.666.666.667,261.791.666.666.667,309.583.333.333.333,957.222.916.666.667,242.479.166.666.667,536.875,9.8,1.5,0,1224,677965,180.540.293.377.977,NA,NA,NA,NA,NA
546,2013-03-15,4,2.099.375,403.541.666.666.667,965.422.916.666.667,240.708.333.333.333,611.458.333.333.333,11.4,2.3,0,1102,597796,1.843.438.229.764,NA,NA,NA,NA,NA
547,2013-03-16,564.791.666.666.667,217.916.666.666.667,74.5,9.645.125,108.104.166.666.667,779.583.333.333.333,9.7,5.1,0,278,194029,143.277.551.293.879,NA,NA,NA,NA,NA
548,2013-03-17,369.791.666.666.667,240.770.833.333.333,874.583.333.333.333,953.614.583.333.333,696.041.666.666.667,876.666.666.666.667,10.9,7.4,1.9,162,118743,136.429.094.767.692,NA,NA,NA,NA,NA
549,2013-03-18,482.916.666.666.667,242.125,541.458.333.333.333,95.310.625,246.895.833.333.333,955.208.333.333.333,13.5,6.2,0.9,1754,888400,197.433.588.473.661,NA,NA,NA,NA,NA
550,2013-03-19,301.458.333.333.333,192.625,535.625,9.566.625,233.395.833.333.333,105.458.333.333.333,14.9,8.1,0,1357,744159,182.353.502.410.103,NA,NA,NA,NA,NA
551,2013-03-20,434.375,242.875,675.416.666.666.667,960.385.416.666.667,2.046.875,942.708.333.333.333,13.5,6.1,2.7,1287,682342,188.615.093.310.979,NA,NA,NA,NA,NA
552,2013-03-21,4.8125,263.125,498.333.333.333.333,967.525,229.75,11.1375,15.4,7.8,0,1190,669673,177.698.667.857.298,NA,NA,NA,NA,NA
553,2013-03-22,440.208.333.333.333,234.208.333.333.333,725.625,959.820.833.333.333,245.958.333.333.333,111.833.333.333.333,16.1,7.7,0,1073,580837,184.733.410.578.183,NA,NA,NA,NA,NA
554,2013-03-23,235.833.333.333.333,110.875,78,955.935.416.666.667,162.916.666.666.667,111.291.666.666.667,14.4,8.4,0,310,195606,158.481.846.160.138,NA,NA,NA,NA,NA
555,2013-03-24,197.083.333.333.333,166.25,81.25,95.284.375,142.916.666.666.667,1.049.375,15.4,7.9,6.2,158,111212,142.070.999.532.425,NA,NA,NA,NA,NA
556,2013-03-25,496.875,277.041.666.666.667,623.333.333.333.333,955.314.583.333.333,250.291.666.666.667,113.520.833.333.333,17.4,7.5,0.1,1495,758503,197.098.759.002.931,NA,NA,NA,NA,NA
557,2013-03-26,265.208.333.333.333,173.979.166.666.667,761.041.666.666.667,95.486.875,198.354.166.666.667,108.729.166.666.667,15.4,8,0,1259,648172,194.238.566.306.474,NA,NA,NA,NA,NA
558,2013-03-27,166.041.666.666.667,854.583.333.333.333,88.375,954.860.416.666.667,832.916.666.666.667,10.325,13.3,8.8,0.1,1039,561450,185.056.550.004.453,NA,NA,NA,NA,NA
559,2013-03-28,281.458.333.333.333,170.333.333.333.333,794.166.666.666.667,957.695.833.333.333,195.25,1.271.875,18.4,9.1,0,871,473632,183.898.047.429.228,NA,NA,NA,NA,NA
560,2013-03-29,400.833.333.333.333,228.854.166.666.667,704.791.666.666.667,958.895.833.333.333,142.020.833.333.333,13.7,18.3,10.2,2.7,210,126941,165.431.184.566.058,NA,NA,NA,NA,NA
561,2013-03-30,413.958.333.333.333,255.395.833.333.333,598.125,955.647.916.666.667,188.333.333.333.333,129.645.833.333.333,18,10,0,320,208332,153.600.983.046.291,NA,NA,NA,NA,NA
562,2013-03-31,458.958.333.333.333,1.695.625,639.583.333.333.333,957.266.666.666.666,258.833.333.333.333,107.354.166.666.667,16.6,7.2,0,176,123525,142.481.279.093.301,NA,NA,NA,NA,NA
563,2013-04-01,293.958.333.333.333,127.958.333.333.333,832.708.333.333.333,95.054.375,154.083.333.333.333,1.045.625,17.9,7.1,1,197,137039,143.754.697.567.846,NA,NA,NA,NA,NA
564,2013-04-02,342.916.666.666.667,204.708.333.333.333,636.875,956.395.833.333.333,2.590.625,110.104.166.666.667,17.8,6.7,0,1439,792209,181.643.985.362.449,NA,NA,NA,NA,NA
565,2013-04-03,203.333.333.333.333,109.020.833.333.333,693.333.333.333.333,957.95,164.020.833.333.333,108.291.666.666.667,14.9,8.2,0,1178,679441,17.337.782.088.511,NA,NA,NA,NA,NA
566,2013-04-04,222.083.333.333.333,100.041.666.666.667,813.541.666.666.667,952.177.083.333.333,554.791.666.666.667,10.25,12.9,8.9,0.2,1077,635851,169.379.304.270.969,NA,NA,NA,NA,NA
567,2013-04-05,4.8,237.25,808.125,956.997.916.666.667,502.291.666.666.667,624.791.666.666.667,8.9,4.4,8.1,1067,603430,176.822.498.052.798,NA,NA,NA,NA,NA
568,2013-04-06,288.541.666.666.667,218.895.833.333.333,700.625,961.897.916.666.667,204.291.666.666.667,599.791.666.666.667,11.2,2,2.1,243,172387,140.961.905.480.112,NA,NA,NA,NA,NA
569,2013-04-07,6.9375,268,560.416.666.666.667,964.889.583.333.333,261.270.833.333.333,877.291.666.666.667,13.7,4.5,0,128,84682,151.153.728.064.996,NA,NA,NA,NA,NA
570,2013-04-08,388.125,220.041.666.666.667,532.083.333.333.333,961.045.833.333.333,193.791.666.666.667,112.270.833.333.333,16.9,7.9,0,1427,783069,182.231.706.273.649,NA,NA,NA,NA,NA
571,2013-04-09,443.125,2.123.125,467.291.666.666.667,962.170.833.333.333,284.895.833.333.333,137.375,20.1,9.6,0,1103,643888,171.303.083.766.121,NA,NA,NA,NA,NA
572,2013-04-10,427.916.666.666.667,188.083.333.333.333,58.875,966.927.083.333.333,252.083.333.333.333,138.083.333.333.333,18.7,9.6,0,1071,594469,180.160.782.143.392,NA,NA,NA,NA,NA
573,2013-04-11,510.833.333.333.333,2.591.875,513.333.333.333.333,962.702.083.333.334,254.395.833.333.333,168.020.833.333.333,20.5,14.4,0,962,545756,176.269.248.528.646,NA,NA,NA,NA,NA
574,2013-04-12,345.208.333.333.333,232.125,409.166.666.666.667,966.639.583.333.334,296.291.666.666.667,155.541.666.666.667,20.5,11.3,0,1042,538255,193.588.540.747.415,NA,NA,NA,NA,NA
575,2013-04-13,362.916.666.666.667,159.416.666.666.667,553.125,97.385.625,297.041.666.666.667,1.433.125,18.4,9.8,0,256,182460,140.304.724.323.139,NA,NA,NA,NA,NA
576,2013-04-14,259.375,180.625,459.166.666.666.667,9.762.125,305.479.166.666.667,1.653.125,21.5,13.3,0,120,80539,148.996.138.516.743,NA,NA,NA,NA,NA
577,2013-04-15,286.041.666.666.667,156.166.666.666.667,37.25,974.260.416.666.667,272.708.333.333.333,172.125,20.9,13.7,0,1442,727826,198.124.276.956.306,NA,NA,NA,NA,NA
578,2013-04-16,253.333.333.333.333,218.833.333.333.333,365.833.333.333.333,9.737.625,266.041.666.666.667,179.479.166.666.667,21.9,14.6,0,1175,605022,194.207.813.930.733,NA,NA,NA,NA,NA
579,2013-04-17,252.708.333.333.333,133.25,359.166.666.666.667,974.008.333.333.333,297.895.833.333.333,190.229.166.666.667,23.4,14.7,0,1110,574744,193.129.462.856.507,NA,NA,NA,NA,NA
580,2013-04-18,190.625,126.854.166.666.667,503.958.333.333.333,97.311.875,305.583.333.333.333,1.629.375,19.6,12.3,0,1075,573755,187.362.201.636.587,NA,NA,NA,NA,NA
581,2013-04-19,303.541.666.666.667,198.895.833.333.333,626.666.666.666.667,972.175,190.520.833.333.333,133.375,18.9,9.2,0,999,526375,189.788.648.777.013,NA,NA,NA,NA,NA
582,2013-04-20,5.425,219.208.333.333.333,484.166.666.666.667,9.714.375,3.099.375,1.199.375,18.6,7.8,0,231,172449,133.952.646.869.509,NA,NA,NA,NA,NA
583,2013-04-21,323.333.333.333.333,117.5,672.291.666.666.667,970.102.083.333.333,185.25,1.131.875,14.2,8.7,0,131,86633,151.212.586.427.805,NA,NA,NA,NA,NA
584,2013-04-22,332.916.666.666.667,233.083.333.333.333,605.416.666.666.667,968.814.583.333.333,282.020.833.333.333,120.208.333.333.333,16.8,9.1,0,1454,744453,195.311.188.214.703,NA,NA,NA,NA,NA
585,2013-04-23,370.625,144.958.333.333.333,519.583.333.333.333,973.597.916.666.667,305.479.166.666.667,135.375,20.1,10,0,978,547336,178.683.660.493.737,NA,NA,NA,NA,NA
586,2013-04-24,662.916.666.666.667,616.458.333.333.333,534.375,9.756.875,318.979.166.666.667,138.041.666.666.667,18.2,9,0,1203,640233,187.900.342.531.547,NA,NA,NA,NA,NA
587,2013-04-25,879.583.333.333.334,548.125,70.5,971.377.083.333.333,452.291.666.666.667,131.895.833.333.333,16.4,11.6,15.7,1039,589878,176.138.116.695.317,NA,NA,NA,NA,NA
588,2013-04-26,4.975,863.125,776.458.333.333.333,965.014.583.333.333,134,13.525,17.8,11.6,3.1,1032,556520,185.438.079.493.998,NA,NA,NA,NA,NA
589,2013-04-27,479.791.666.666.667,195.625,916.458.333.333.333,958.814.583.333.333,611.458.333.333.333,844.583.333.333.333,11.5,6.3,25.7,200,148253,134.904.521.325.032,NA,NA,NA,NA,NA
590,2013-04-28,677.916.666.666.667,37.375,855.208.333.333.333,960.214.583.333.333,425.833.333.333.333,651.666.666.666.667,9,4.5,12.5,130,87839,147.998.041.872.061,NA,NA,NA,NA,NA
591,2013-04-29,834.583.333.333.334,46.375,903.125,960.566.666.666.667,310.208.333.333.333,10.45,12.2,8.1,15.7,1396,727354,191.928.551.984.316,NA,NA,NA,NA,NA
592,2013-04-30,412.916.666.666.667,224.166.666.666.667,736.875,964.385.416.666.667,265.333.333.333.333,121.729.166.666.667,16.4,9.4,8.8,1111,592906,187.382.148.266.336,NA,NA,NA,NA,NA
593,2013-05-01,411.666.666.666.667,238.958.333.333.333,514.166.666.666.667,968.15,330.125,130.229.166.666.667,17.7,10.6,0,138,92211,149.656.765.461.821,NA,NA,NA,NA,NA
594,2013-05-02,338.958.333.333.333,207.125,596.458.333.333.333,96.796.875,3.091.875,138.770.833.333.333,18.3,10.8,0,1309,673618,194.323.785.884.581,NA,NA,NA,NA,NA
595,2013-05-03,411.875,219.666.666.666.667,59.875,969.583.333.333.334,339.604.166.666.667,132.854.166.666.667,17.8,8.6,0,1137,614702,184.967.675.393.931,NA,NA,NA,NA,NA
596,2013-05-04,468.333.333.333.333,228.145.833.333.333,571.458.333.333.333,970.845.833.333.333,281.708.333.333.333,144.104.166.666.667,18.4,11,3.7,281,200309,140.283.262.359.654,NA,NA,NA,NA,NA
597,2013-05-05,434.166.666.666.667,240.833.333.333.333,601.875,970.854.166.666.667,313.875,153.541.666.666.667,19.9,11.3,0,158,103701,152.361.115.129.073,NA,NA,NA,NA,NA
598,2013-05-06,496.666.666.666.667,256.5,500.208.333.333.333,9.702.875,332.083.333.333.333,174.145.833.333.333,21.1,13.7,0,1460,767602,190.202.735.271.664,NA,NA,NA,NA,NA
599,2013-05-07,3.2375,1.788.125,442.083.333.333.333,968.258.333.333.333,286.875,189.958.333.333.333,24.2,14.9,0,1283,714058,17.967.728.111.722,NA,NA,NA,NA,NA
600,2013-05-08,211.875,179.583.333.333.333,522.916.666.666.667,967.427.083.333.333,2.361.875,188.520.833.333.333,22.2,15.5,0,1107,624324,177.311.780.421.704,NA,NA,NA,NA,NA
601,2013-05-09,2.3875,151.166.666.666.667,68,967.872.916.666.667,225.416.666.666.667,1.770.625,22.7,13.8,0,1035,576522,179.524.805.644.884,NA,NA,NA,NA,NA
602,2013-05-10,420.416.666.666.667,1.971.875,840.416.666.666.667,969.264.583.333.333,913.958.333.333.333,143.708.333.333.333,17.2,12.1,0,995,547124,181.860.053.662.424,NA,NA,NA,NA,NA
603,2013-05-11,326.458.333.333.333,186.416.666.666.667,802.291.666.666.667,971.075,235,14.325,18.5,11.7,0.3,209,156101,133.887.675.287.154,NA,NA,NA,NA,NA
604,2013-05-12,257.916.666.666.667,165.333.333.333.333,758.125,972.729.166.666.667,190.458.333.333.333,135.458.333.333.333,16.8,10.6,0.1,119,77478,153.591.987.402.876,NA,NA,NA,NA,NA
605,2013-05-13,294.583.333.333.333,233.208.333.333.333,73.25,971.754.166.666.666,290.375,14.475,18.5,11,0,1453,762661,19.051.714.982.148,NA,NA,NA,NA,NA
606,2013-05-14,297.708.333.333.333,237.229.166.666.667,840.208.333.333.333,964.247.916.666.667,101.208.333.333.333,134.875,16.4,12.1,1.6,1142,632213,18.063.532.385.446,NA,NA,NA,NA,NA
607,2013-05-15,286.458.333.333.333,141.333.333.333.333,868.958.333.333.333,953.954.166.666.667,799.583.333.333.333,128.166.666.666.667,16.9,9.4,30.5,1043,559243,186.502.110.889.184,NA,NA,NA,NA,NA
608,2013-05-16,523.125,249.75,77.875,952.139.583.333.333,168.208.333.333.333,996.666.666.666.667,13.6,6.5,2,982,578143,169.854.171.026.891,NA,NA,NA,NA,NA
609,2013-05-17,388.333.333.333.333,199.895.833.333.333,670.833.333.333.333,953.960.416.666.667,285.5,123.770.833.333.333,16.8,8.8,0.5,901,487873,184.679.209.548.387,NA,NA,NA,NA,NA
610,2013-05-18,600.208.333.333.333,244.125,698.333.333.333.333,957.127.083.333.333,239.520.833.333.333,115.520.833.333.333,16.2,8.6,7.7,234,174630,133.997.594.914.963,NA,NA,NA,NA,NA
611,2013-05-19,320.208.333.333.333,221.416.666.666.667,713.958.333.333.333,966.172.916.666.667,233.541.666.666.667,106.666.666.666.667,16.5,7.9,17.8,148,101337,146.047.346.970.998,NA,NA,NA,NA,NA
612,2013-05-20,262.291.666.666.667,914.166.666.666.667,764.375,970.247.916.666.667,179.583.333.333.333,11.2625,15.4,8.2,3.7,274,176348,155.374.600.222.288,NA,NA,NA,NA,NA
613,2013-05-21,365.416.666.666.667,192.166.666.666.667,666.041.666.666.667,96.751.875,259.791.666.666.667,125.666.666.666.667,16.7,9.8,0,1401,722072,194.024.972.578.912,NA,NA,NA,NA,NA
614,2013-05-22,633.958.333.333.333,2.150.625,601.666.666.666.667,963.616.666.666.667,314.791.666.666.667,1.533.125,23.5,10.3,0,1065,613299,173.651.025.030.206,NA,NA,NA,NA,NA
615,2013-05-23,583.541.666.666.666,239.208.333.333.333,593.125,963.735.416.666.667,3.304.375,147.729.166.666.667,20.7,10.5,0,1091,608392,179.325.171.928.625,NA,NA,NA,NA,NA
616,2013-05-24,528.333.333.333.333,220.833.333.333.333,623.541.666.666.667,96.590.625,301.020.833.333.333,1.158.125,16.3,7.9,0,943,497005,189.736.521.765.375,NA,NA,NA,NA,NA
617,2013-05-25,398.125,187.5,653.541.666.666.667,96.751.875,221,111.729.166.666.667,15.3,6.7,0,232,159269,145.665.509.295.594,NA,NA,NA,NA,NA
618,2013-05-26,357.916.666.666.667,197.645.833.333.333,754.166.666.666.667,969.585.416.666.667,2.078.125,12.45,17.3,9.1,0,123,94525,130.124.305.739.222,NA,NA,NA,NA,NA
619,2013-05-27,285.416.666.666.667,2.100.625,784.166.666.666.667,963.839.583.333.333,2.041.875,136.104.166.666.667,17.6,10.8,0,1459,792467,184.108.612.724.568,NA,NA,NA,NA,NA
620,2013-05-28,389.375,1.985.625,751.458.333.333.333,959.922.916.666.667,2.094.375,130.395.833.333.333,18,9.4,0,972,568491,170.978.960.089.078,NA,NA,NA,NA,NA
621,2013-05-29,349.375,200.520.833.333.333,584.791.666.666.667,961.058.333.333.333,313.979.166.666.667,118.479.166.666.667,17.3,8.1,0,1050,591282,177.580.240.900.281,NA,NA,NA,NA,NA
622,2013-05-30,412.916.666.666.667,260.229.166.666.667,557.083.333.333.333,96.340.625,271.458.333.333.333,1.301.875,18,8,0,920,540856,17.010.072.921.443,NA,NA,NA,NA,NA
623,2013-05-31,3.4,236.791.666.666.667,582.083.333.333.333,964.025,2.309.375,13.875,19.7,9.9,0,1000,527334,189.633.135.735.606,NA,NA,NA,NA,NA
624,2013-06-01,583.541.666.666.667,227.354.166.666.667,392.291.666.666.667,966.614.583.333.333,330.166.666.666.667,1.839.375,25.4,13.6,0,217,152354,142.431.442.561.403,NA,NA,NA,NA,NA
625,2013-06-02,529.583.333.333.333,236.479.166.666.667,480.416.666.666.667,969.147.916.666.667,350,17.475,22.1,12.3,0,143,95987,148.978.507.506.225,NA,NA,NA,NA,NA
626,2013-06-03,2.8375,201.729.166.666.667,575.625,969.45,305.729.166.666.667,168.270.833.333.333,21.1,13.7,0,1402,738125,189.940.728.196.444,NA,NA,NA,NA,NA
627,2013-06-04,449.375,2.426.875,57,967.933.333.333.333,337.395.833.333.333,168.083.333.333.333,20.5,13.8,0,1125,608355,184.924.920.482.284,NA,NA,NA,NA,NA
628,2013-06-05,292.708.333.333.333,222.166.666.666.667,52.625,967.814.583.333.333,324.375,175.166.666.666.667,22.3,13.9,0,1031,568099,181.482.452.882.332,NA,NA,NA,NA,NA
629,2013-06-06,209.791.666.666.667,187.25,518.125,969.429.166.666.667,348.895.833.333.333,189.125,23.7,15.1,0,936,512168,182.752.534.324.675,NA,NA,NA,NA,NA
630,2013-06-07,379.166.666.666.667,2.056.875,53.125,96.918.125,287.208.333.333.333,182.791.666.666.667,22.6,15.1,0,966,509879,189.456.714.240.045,NA,NA,NA,NA,NA
631,2013-06-08,425.208.333.333.333,210,754.375,965.085.416.666.666,230.916.666.666.667,150.833.333.333.333,18.8,10.8,14.5,180,128809,139.741.788.229.083,NA,NA,NA,NA,NA
632,2013-06-09,410.833.333.333.333,228.979.166.666.667,676.041.666.666.667,962.204.166.666.667,202.520.833.333.333,154.125,18.4,12.6,1.6,151,97616,154.687.756.105.556,NA,NA,NA,NA,NA
633,2013-06-10,320.833.333.333.333,192.25,678.125,967.227.083.333.333,346.854.166.666.667,1.678.125,22.4,12.1,0,1404,707095,198.558.892.369.484,NA,NA,NA,NA,NA
634,2013-06-11,119.583.333.333.333,166.666.666.666.667,646.875,969.970.833.333.333,3.284.375,193.229.166.666.667,24,14.9,0,1035,563128,183.794.803.312.924,NA,NA,NA,NA,NA
635,2013-06-12,353.958.333.333.333,175.666.666.666.667,556.875,972.485.416.666.667,355.041.666.666.667,2.056.875,23.8,16.4,0,891,496697,17.938.501.742.511,NA,NA,NA,NA,NA
636,2013-06-13,389.375,199.375,440.625,971.191.666.666.666,3.463.125,225.166.666.666.667,27.5,16.8,0,859,482003,178.214.658.414.989,NA,NA,NA,NA,NA
637,2013-06-14,350.833.333.333.333,2.036.875,54.375,9.702.375,347.270.833.333.333,211.645.833.333.333,25.5,16.6,0,863,467360,184.654.228.004.108,NA,NA,NA,NA,NA
638,2013-06-15,206.875,153.208.333.333.333,444.166.666.666.667,969.895.833.333.333,342.125,2.233.125,27,19.2,0,202,144580,139.715.036.657.906,NA,NA,NA,NA,NA
639,2013-06-16,244.375,816.041.666.666.667,389.375,96.815.625,339.916.666.666.667,232.479.166.666.667,28.5,18.6,0,140,90944,153.940.886.699.507,NA,NA,NA,NA,NA
640,2013-06-17,677.291.666.666.667,615.625,701.041.666.666.667,963.395.833.333.333,2.865.625,210.166.666.666.667,26.2,17.4,0,1182,629581,187.743.912.220.985,NA,NA,NA,NA,NA
641,2013-06-18,498.541.666.666.667,788.333.333.333.333,83,962.45,976.041.666.666.667,193.333.333.333.333,23.2,18.1,0.5,976,535275,182.336.182.336.182,NA,NA,NA,NA,NA
642,2013-06-19,540.416.666.666.667,256.5,57.625,96.505.625,363.708.333.333.333,191.583.333.333.333,24.3,14.5,0,875,531308,164.687.902.309.018,NA,NA,NA,NA,NA
643,2013-06-20,480.208.333.333.333,245.770.833.333.333,551.458.333.333.333,968.720.833.333.333,283.145.833.333.333,184.395.833.333.333,23.5,14.8,0,884,509838,173.388.409.651.693,NA,NA,NA,NA,NA
644,2013-06-21,298.958.333.333.333,1.065.625,629.166.666.666.667,971.1,275.166.666.666.667,193.229.166.666.667,24.2,15.6,0,787,410830,191.563.420.392.863,NA,NA,NA,NA,NA
645,2013-06-22,401.041.666.666.667,234.5,639.166.666.666.667,97.269.375,268.958.333.333.333,186.104.166.666.667,23.7,15.1,0,250,169501,147.491.755.210.884,NA,NA,NA,NA,NA
646,2013-06-23,260.208.333.333.333,158.333.333.333.333,756.458.333.333.333,97.273.125,129,180.125,22.8,15.5,0.2,196,124517,157.408.225.382.879,NA,NA,NA,NA,NA
647,2013-06-24,512.083.333.333.333,240.958.333.333.333,634.583.333.333.333,974.795.833.333.333,277.208.333.333.333,160.208.333.333.333,20.1,12.4,0,181,125087,144.699.289.294.651,NA,NA,NA,NA,NA
648,2013-06-25,273.958.333.333.333,201.041.666.666.667,702.708.333.333.333,974.960.416.666.667,280.354.166.666.667,176.854.166.666.667,22.2,14.5,0,1169,608022,192.262.779.965.199,NA,NA,NA,NA,NA
649,2013-06-26,249.166.666.666.667,2.079.375,717.708.333.333.333,975.416.666.666.667,241.104.166.666.667,182.770.833.333.333,24.6,15.2,0.1,869,494780,175.633.614.939.973,NA,NA,NA,NA,NA
650,2013-06-27,440.833.333.333.333,225,670.833.333.333.333,974.604.166.666.667,315.583.333.333.333,189.708.333.333.333,24.5,15.1,0,851,470228,180.976.037.156.443,NA,NA,NA,NA,NA
651,2013-06-28,357.083.333.333.333,229.208.333.333.333,687.291.666.666.667,974.552.083.333.333,261.625,1.915.625,24.1,16.1,0,789,442527,178.294.205.777.275,NA,NA,NA,NA,NA
652,2013-06-29,295.416.666.666.667,240.958.333.333.333,64.875,975.672.916.666.666,335.125,203.166.666.666.667,25.8,16.4,0,171,110609,154.598.631.214.458,NA,NA,NA,NA,NA
653,2013-06-30,281.666.666.666.667,1.541.875,740.625,973.291.666.666.667,189.5,19.475,23.3,16.9,0,122,81249,150.155.694.223.929,NA,NA,NA,NA,NA
654,2013-07-01,3.4625,130.125,493.333.333.333.333,9.706.375,3.494.375,217.270.833.333.333,27,17.4,0,1058,581084,182.073.504.002.864,NA,NA,NA,NA,NA
655,2013-07-02,198.541.666.666.667,122.375,664.375,970.089.583.333.333,3.261.875,206.583.333.333.333,26.2,16.8,0,844,488488,172.778.041.630.501,NA,NA,NA,NA,NA
656,2013-07-03,250.208.333.333.333,162.020.833.333.333,715.625,970.808.333.333.333,308.645.833.333.333,2.118.125,26.4,16.9,0,805,481203,167.289.065.113.892,NA,NA,NA,NA,NA
657,2013-07-04,295.416.666.666.667,219.791.666.666.667,76.125,973.085.416.666.666,1.965.625,206.479.166.666.667,24.9,18.1,0,771,429025,179.709.807.120.797,NA,NA,NA,NA,NA
658,2013-07-05,272.916.666.666.667,229.479.166.666.667,622.083.333.333.333,975.414.583.333.333,343.625,23.3,27.7,20,0,701,402267,174.262.368.029.195,NA,NA,NA,NA,NA
659,2013-07-06,291.875,184.375,427.916.666.666.667,975.022.916.666.667,351.458.333.333.333,255.104.166.666.667,29.8,21.8,0,136,93226,145.882.050.071.868,NA,NA,NA,NA,NA
660,2013-07-07,330.625,207.770.833.333.333,354.375,97.421.875,344.270.833.333.333,2.700.625,31.5,23.2,0,130,80733,161.024.611.992.618,NA,NA,NA,NA,NA
661,2013-07-08,257.291.666.666.667,1.101.875,40.125,973.941.666.666.667,3.060.625,256.041.666.666.667,30.6,21.6,0,931,532701,174.769.711.339.006,NA,NA,NA,NA,NA
662,2013-07-09,270.416.666.666.667,1.755.625,406.458.333.333.333,971.55,338.75,252.416.666.666.667,30.7,20.9,0,753,442731,17.008.070.363.268,NA,NA,NA,NA,NA
663,2013-07-10,402.916.666.666.667,235.375,485.416.666.666.667,967.552.083.333.333,324.083.333.333.333,2.453.125,30.4,20.9,0.1,732,430863,169.891.589.670.034,NA,NA,NA,NA,NA
664,2013-07-11,265.625,179.666.666.666.667,609.583.333.333.333,96.639.375,2.429.375,229.583.333.333.333,28.8,20.1,1.8,676,381960,176.981.882.919.677,NA,NA,NA,NA,NA
665,2013-07-12,3.5125,220.520.833.333.333,503.125,968.760.416.666.667,3.365.625,252.916.666.666.667,31.3,20.7,0,615,324780,189.358.950.674.303,NA,NA,NA,NA,NA
666,2013-07-13,465.416.666.666.667,243.041.666.666.667,462.916.666.666.667,969.704.166.666.667,303.083.333.333.333,252.104.166.666.667,30.7,20.7,0,227,146893,154.534.252.823.484,NA,NA,NA,NA,NA
667,2013-07-14,3.3875,181.229.166.666.667,406.041.666.666.667,971.260.416.666.667,316.666.666.666.667,252.541.666.666.667,30.8,21.1,0,129,86888,148.466.991.989.688,NA,NA,NA,NA,NA
668,2013-07-15,2.7125,199.25,419.166.666.666.667,972.472.916.666.667,334.625,2.578.125,32,21.6,0,1009,558033,180.813.679.477.737,NA,NA,NA,NA,NA
669,2013-07-16,398.541.666.666.667,2.235.625,482.291.666.666.667,972.485.416.666.667,331.666.666.666.667,2.604.375,33.1,21.6,0,754,433114,174.088.115.369.164,NA,NA,NA,NA,NA
670,2013-07-17,286.041.666.666.667,190.833.333.333.333,578.333.333.333.333,97.266.875,2.973.125,253.666.666.666.667,30.9,21.3,0,686,390506,175.669.515.961.342,NA,NA,NA,NA,NA
671,2013-07-18,460.625,219.958.333.333.333,623.125,97.190.625,268.104.166.666.667,2.255.625,30.1,17.3,10.4,679,381716,17.788.093.766.046,NA,NA,NA,NA,NA
672,2013-07-19,282.291.666.666.667,2.170.625,628.333.333.333.333,970.227.083.333.333,280.645.833.333.333,238.583.333.333.333,29.4,20.7,0,587,338682,173.318.924.536.881,NA,NA,NA,NA,NA
673,2013-07-20,284.583.333.333.333,192.958.333.333.333,539.375,968.741.666.666.667,293.458.333.333.333,243.520.833.333.333,30,20.7,0.2,186,130784,142.219.231.710.301,NA,NA,NA,NA,NA
674,2013-07-21,234.166.666.666.667,169.416.666.666.667,581.458.333.333.333,969.997.916.666.667,311.895.833.333.333,244.708.333.333.333,29.3,19.9,0,161,106910,150.593.957.534.375,NA,NA,NA,NA,NA
675,2013-07-22,2.425,206.979.166.666.667,481.875,969.566.666.666.667,325.979.166.666.667,254.791.666.666.667,31,21.6,0,871,489462,177.950.484.409.413,NA,NA,NA,NA,NA
676,2013-07-23,4.575,216.479.166.666.667,563.541.666.666.667,968.004.166.666.667,3.190.625,249.770.833.333.333,31.1,21,0,751,427808,175.546.039.344.753,NA,NA,NA,NA,NA
677,2013-07-24,434.791.666.666.667,225.125,522.083.333.333.333,969.579.166.666.667,3.124.375,253.604.166.666.667,31.7,21.5,0,614,353293,173.793.423.588.919,NA,NA,NA,NA,NA
678,2013-07-25,357.083.333.333.333,237.5,481.875,969.327.083.333.333,329.541.666.666.667,262.125,32.2,22.4,0,580,339595,170.791.678.322.708,NA,NA,NA,NA,NA
